id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,предложены,O,
3,алгоритмы,B-TERM,
4,синтеза,I-TERM,
5,и,O,
6,анализа,B-TERM,
7,словоформ,I-TERM,
8,казахского,I-TERM,
9,языка,I-TERM,
10,",",O,
11,основанные,O,
12,на,O,
13,принципах,O,
14,разбиения,O,
15,слов,O,
16,на,O,
17,флективные,B-TERM,
18,классы,I-TERM,
19,.,O,
20,Поскольку,O,
21,казахский,O,
22,язык,O,
23,является,O,
24,агглютинативным,O,
25,",",O,
26,подключать,O,
27,словарь,O,
28,словоформ,O,
29,для,O,
30,автоматизации,O,
31,морфологического,B-TERM,Q1948408
32,анализа,I-TERM,
33,нецелесообразно,O,
34,.,O,
35,Значительно,O,
36,эффективнее,O,
37,пользоваться,O,
38,словарями,O,
39,аффиксов,O,
40,и,O,
41,наборами,O,
42,правил,O,
43,.,O,
44,В,O,
45,процессе,O,
46,исследования,O,
47,была,O,
48,построена,O,
49,морфологическая,B-TERM,
50,модель,I-TERM,
51,казахского,I-TERM,
52,языка,I-TERM,
53,и,O,
54,созданы,O,
55,словари,O,
56,",",O,
57,включающие,O,
58,в,O,
59,себя,O,
60,около,O,
61,3500,O,
62,аффиксов,B-TERM,Q62155
63,и,O,
64,их,O,
65,комбинаций,O,
66,(,O,
67,вариантов,O,
68,окончаний,O,
69,),O,
70,для,O,
71,14,O,
72,флективных,B-TERM,
73,классов,I-TERM,
74,существительных,B-TERM,Q1084
75,и,O,
76,около,O,
77,2000,O,
78,глагольных,B-TERM,
79,аффиксов,I-TERM,
80,и,O,
81,их,O,
82,комбинаций,O,
83,для,O,
84,17,O,
85,флективных,B-TERM,
86,классов,I-TERM,
87,(,O,
88,некоторые,O,
89,сочетания,O,
90,аффиксов,B-TERM,
91,повторяются,O,
92,),O,
93,.,O,
94,Такой,O,
95,объем,O,
96,словарей,O,
97,является,O,
98,достаточным,O,
99,для,O,
100,того,O,
101,",",O,
102,чтобы,O,
103,осуществлять,O,
104,анализ,B-TERM,Q676880
105,текстов,I-TERM,
106,любой,O,
107,тематической,O,
108,принадлежности,O,
109,.,O,
110,Предлагаемые,O,
111,алгоритмы,B-TERM,
112,могут,O,
113,применяться,O,
114,на,O,
115,этапе,O,
116,морфологического,B-TERM,Q1948408
117,анализа,I-TERM,
118,в,O,
119,поисковых,B-TERM,Q19541
120,системах,I-TERM,
121,",",O,
122,системах,B-TERM,
123,автореферирования,I-TERM,
124,и,O,
125,вопросно,B-TERM,Q1074173
126,-,I-TERM,
127,ответных,I-TERM,
128,системах,I-TERM,
129,",",O,
130,системах,B-TERM,
131,автоматического,I-TERM,
132,анализа,I-TERM,
133,поэтических,I-TERM,
134,текстов,I-TERM,
135,",",O,
136,при,O,
137,построении,B-TERM,
138,тезаурусов,I-TERM,
139,и,I-TERM,
140,онтологий,I-TERM,
141,",",O,
142,а,O,
143,также,O,
144,для,O,
145,изучения,B-TERM,
146,морфологии,I-TERM,
147,казахского,I-TERM,
148,языка,I-TERM,
149,.,O,
