id,token,tag,wiki_id
0,Повышение,O,
1,осведомленности,O,
2,пилота,O,
3,летательного,B-TERM,Q197
4,аппарата,I-TERM,
5,о,O,
6,закабинном,B-TERM,
7,пространстве,I-TERM,
8,в,O,
9,условиях,O,
10,ограниченной,B-TERM,
11,видимости,I-TERM,
12,или,O,
13,полете,B-TERM,
14,на,I-TERM,
15,малых,I-TERM,
16,высотах,I-TERM,
17,в,O,
18,сложном,O,
19,рельефе,B-TERM,
20,местности,I-TERM,
21,является,O,
22,актуальной,O,
23,научно,O,
24,-,O,
25,технической,O,
26,задачей,O,
27,.,O,
28,Система,B-TERM,
29,комбинированного,I-TERM,
30,видения,I-TERM,
31,позволяет,O,
32,решить,O,
33,эту,O,
34,задачу,O,
35,путем,O,
36,предоставления,O,
37,комплексной,O,
38,информации,O,
39,от,O,
40,датчиков,B-TERM,
41,системы,I-TERM,
42,технического,I-TERM,
43,зрения,I-TERM,
44,",",O,
45,дополненной,O,
46,синтезированной,B-TERM,
47,моделью,I-TERM,
48,местности,I-TERM,
49,.,O,
50,В,O,
51,статье,O,
52,рассмотрены,O,
53,вопросы,O,
54,сокращения,O,
55,вычислительной,B-TERM,Q5157286
56,сложности,I-TERM,
57,совмещения,O,
58,разнородных,B-TERM,
59,изображений,I-TERM,
60,.,O,
