id,token,tag,wiki_id
0,В,O,
1,настоящее,O,
2,время,O,
3,все,O,
4,больше,O,
5,продуктов,B-TERM,
6,",",O,
7,как,O,
8,то,O,
9,мобильные,B-TERM,Q620615
10,приложения,I-TERM,
11,",",O,
12,SaaS,B-TERM,
13,-,I-TERM,
14,решения,I-TERM,
15,",",O,
16,software,B-TERM,
17,",",O,
18,web,B-TERM,
19,-,I-TERM,
20,приложения,I-TERM,
21,переходят,O,
22,на,O,
23,экономическую,B-TERM,
24,модель,I-TERM,
25,фримиум,I-TERM,
26,.,O,
27,Эта,O,
28,модель,B-TERM,
29,имеет,O,
30,множество,B-TERM,
31,особенностей,I-TERM,
32,.,O,
33,В,O,
34,статье,O,
35,исследована,O,
36,статистика,B-TERM,
37,поведения,I-TERM,
38,пользователей,I-TERM,
39,на,O,
40,примере,O,
41,образовательной,B-TERM,
42,коллаборационной,I-TERM,
43,платформы,I-TERM,
44,",",O,
45,рассматриваются,O,
46,взаимосвязи,O,
47,между,O,
48,ключевыми,B-TERM,
49,параметрами,I-TERM,
50,этой,I-TERM,
51,модели,I-TERM,
52,:,O,
53,показателями,B-TERM,
54,виральности,I-TERM,
55,",",O,
56,ретеншна,B-TERM,
57,",",O,
58,монетизации,B-TERM,Q289845
59,",",O,
60,а,O,
61,также,O,
62,особенностями,B-TERM,
63,их,I-TERM,
64,расчета,I-TERM,
65,.,O,
66,Предложен,O,
67,новый,O,
68,целевой,B-TERM,
69,параметр,I-TERM,
70,F,I-TERM,
71,-,I-TERM,
72,Growth,I-TERM,
73,",",O,
74,позволяющий,O,
75,в,O,
76,сумме,B-TERM,Q218005
77,оценить,O,
78,«,O,
79,зрелость,O,
80,»,O,
81,интернет,B-TERM,
82,-,I-TERM,
83,проекта,I-TERM,
84,модели,I-TERM,
85,фримиум,I-TERM,
86,",",O,
87,с,O,
88,целью,O,
89,получения,B-TERM,
90,внешних,I-TERM,
91,инвестиций,I-TERM,
92,и,O,
93,вывода,B-TERM,
94,на,I-TERM,
95,международный,I-TERM,
96,рынок,I-TERM,
97,.,O,
