id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,рассматриваются,O,
3,перспективы,O,
4,дальнейшего,O,
5,роста,O,
6,быстродействия,O,
7,современных,O,
8,корпоративных,B-TERM,Q131508
9,информационных,I-TERM,
10,систем,I-TERM,
11,",",O,
12,рассматривается,O,
13,модель,O,
14,КИС,B-TERM,Q131508
15,",",O,
16,при,O,
17,которой,O,
18,ее,O,
19,внутреннее,O,
20,устройство,O,
21,представляется,O,
22,набором,O,
23,связанных,O,
24,блоков,O,
25,",",O,
26,имеющих,O,
27,входные,O,
28,и,O,
29,выходные,O,
30,характеристики,O,
31,",",O,
32,показано,O,
33,",",O,
34,что,O,
35,суммарное,O,
36,быстродействие,O,
37,КИС,B-TERM,Q131508
38,будет,O,
39,определяться,O,
40,физической,B-TERM,
41,",",O,
42,программной,B-TERM,
43,и,O,
44,семантической,B-TERM,
45,реализацией,I-TERM,
46,",",O,
47,раскрывается,O,
48,суть,O,
49,каждого,O,
50,из,O,
51,видов,O,
52,реализации,O,
53,",",O,
54,в,O,
55,частности,O,
56,",",O,
57,при,O,
58,физической,B-TERM,
59,реализации,I-TERM,
60,отмечена,O,
61,существенная,O,
62,роль,O,
63,длин,O,
64,линий,B-TERM,
65,связи,I-TERM,
66,",",O,
67,дальнейшее,O,
68,повышение,O,
69,степени,O,
70,интеграции,O,
71,признано,O,
72,несущественным,O,
73,и,O,
74,трудно,O,
75,реализуемым,O,
76,",",O,
77,отмечены,O,
78,резервы,O,
79,топологической,B-TERM,
80,реализации,I-TERM,
81,и,O,
82,организации,O,
83,межсоединений,B-TERM,
84,.,O,
85,Отмечены,O,
86,резервы,O,
87,программной,B-TERM,
88,реализации,I-TERM,
89,",",O,
90,роль,O,
91,",",O,
92,резервы,O,
93,и,O,
94,неупорядоченность,O,
95,семантической,B-TERM,
96,реализации,I-TERM,
97,",",O,
98,показано,O,
99,ограничение,O,
100,",",O,
101,связанное,O,
102,с,O,
103,общим,O,Q11563
104,числом,O,
105,контактов,B-TERM,
106,ввода,I-TERM,Q1125955
107,-,I-TERM,
108,вывода,I-TERM,
109,и,O,
110,соответствующей,O,
111,внутренней,O,
112,организацией,O,
113,структуры,O,
114,КИС,B-TERM,Q131508
115,.,O,
