id,token,tag,wiki_id
0,Обсуждаются,O,
1,результаты,O,
2,исследования,O,
3,влияния,O,
4,информационных,B-TERM,Q6031073
5,потоков,I-TERM,
6,в,O,
7,магистральном,B-TERM,Q1360517
8,интернет,I-TERM,
9,-,I-TERM,
10,канале,I-TERM,
11,",",O,
12,проведенного,O,
13,на,O,
14,основе,O,
15,анализа,O,
16,15,O,
17,-,O,
18,и,O,
19,минутных,O,
20,дампов,B-TERM,
21,интернет,I-TERM,
22,-,I-TERM,
23,трафика,I-TERM,
24,",",O,
25,находящихся,O,
26,в,O,
27,свободном,B-TERM,Q232932
28,доступе,I-TERM,
29,в,O,
30,архиве,B-TERM,
31,MAWI,I-TERM,
32,[,O,
33,1,O,
34,],O,
35,.,O,
36,При,O,
37,этом,O,
38,выделены,O,
39,три,O,
40,класса,B-TERM,Q4479242
41,информационных,B-TERM,Q6031073
42,потоков,I-TERM,
43,",",O,
44,в,O,
45,зависимости,O,
46,от,O,
47,объемов,B-TERM,
48,переданной,I-TERM,
49,данными,I-TERM,
50,потоками,I-TERM,
51,информации,I-TERM,
52,:,O,
53,«,O,
54,Мыши,O,
55,»,O,
56,",",O,
57,«,O,
58,Мулы,O,
59,»,O,
60,и,O,
61,«,O,
62,Слоны,O,
63,»,O,
64,.,O,
65,В,O,
66,соответствие,O,
67,с,O,
68,авторской,O,
69,методикой,B-TERM,
70,для,O,
71,каждого,O,
72,из,O,
73,выбранных,O,
74,классов,B-TERM,
75,потоков,B-TERM,Q6031073
76,получены,O,
77,случайные,B-TERM,Q228191
78,последовательности,I-TERM,
79,(,O,
80,СП,B-TERM,Q228191
81,),O,
82,Ni,B-TERM,
83,",",O,
84,Vi,B-TERM,
85,",",O,
86,Ṽi,B-TERM,
87,",",O,
88,содержащие,O,
89,упорядоченные,B-TERM,
90,во,I-TERM,
91,времени,I-TERM,
92,значения,B-TERM,
93,количества,I-TERM,
94,пакетов,I-TERM,
95,и,I-TERM,
96,объемов,I-TERM,
97,информации,I-TERM,
98,",",O,
99,переданных,O,
100,в,O,
101,течение,O,
102,заданного,B-TERM,Q186081
103,временного,I-TERM,
104,интервала,I-TERM,
105,",",O,
106,а,O,
107,также,O,
108,среднего,B-TERM,
109,объема,I-TERM,
110,переданной,I-TERM,
111,информации,I-TERM,
112,",",O,
113,приходящейся,O,
114,на,O,
115,один,O,
116,пакет,B-TERM,
117,.,O,
118,Продемонстрировано,O,
119,",",O,
120,что,O,
121,вопреки,O,
122,устоявшимся,O,
123,представлениям,O,
124,",",O,
