id,token,tag,wiki_id
0,Статья,O,
1,посвящена,O,
2,вопросам,O,
3,происхождения,O,
4,естественного,B-TERM,Q57159190
5,языка,I-TERM,
6,",",O,
7,выведению,O,
8,грамматических,B-TERM,Q980357
9,категорий,I-TERM,
10,и,O,
11,новым,O,
12,методам,O,
13,обучения,O,
14,русско,O,
15,-,O,
16,английскому,O,
17,и,O,
18,англо,O,
19,-,O,
20,русскому,O,
21,переводу,O,
22,с,O,
23,использованием,O,
24,математических,B-TERM,
25,принципов,I-TERM,
26,алгоритмизации,I-TERM,
27,(,O,
28,перевода,O,
29,),O,
30,.,O,
31,Дается,O,
32,теоретическое,O,
33,обоснование,O,
34,активной,B-TERM,
35,и,O,
36,пассивной,B-TERM,
37,грамматик,I-TERM,
38,",",O,
39,показаны,O,
40,возможные,O,
41,варианты,O,
42,их,O,
43,практического,O,
44,использования,O,
45,в,O,
46,учебном,B-TERM,
47,процессе,I-TERM,
48,",",O,
49,в,O,
50,том,O,
51,числе,O,
52,с,O,
53,использованием,O,
54,компьютерных,B-TERM,Q40056
55,программ,I-TERM,
56,.,O,
