id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,рассмотрено,O,
3,применение,O,
4,роевого,B-TERM,Q863960
5,интеллекта,I-TERM,
6,для,O,
7,решения,O,
8,актуальной,O,
9,задачи,B-TERM,
10,выбора,I-TERM,
11,программных,I-TERM,
12,компонентов,I-TERM,
13,Node,I-TERM,
14,системы,I-TERM,
15,на,O,
16,основе,O,
17,экспериментальных,O,
18,оценок,O,
19,критериев,B-TERM,
20,качества,I-TERM,
21,взаимодействия,I-TERM,
22,программных,I-TERM,
23,компонентов,I-TERM,
24,.,O,
25,Для,O,
26,реализации,O,
27,роевого,B-TERM,Q863960
28,интеллекта,I-TERM,
29,использован,O,
30,алгоритм,B-TERM,
31,искусственной,I-TERM,
32,основе,I-TERM,
33,колонии,I-TERM,
34,.,O,
35,Произведена,O,
36,формализация,O,
37,задачи,B-TERM,
38,выбора,I-TERM,
39,программных,B-TERM,
40,компонентов,I-TERM,
41,Node,B-TERM,Q756100
42,.,I-TERM,
43,js,I-TERM,
44,",",O,
45,разработан,O,
46,общий,B-TERM,
47,критерий,I-TERM,
48,качества,I-TERM,
49,взаимодействия,I-TERM,
50,программных,B-TERM,
51,компонентов,I-TERM,
52,на,O,
53,основе,O,
54,линейной,B-TERM,
55,свертки,I-TERM,
56,14,O,
57,частных,O,
58,критериев,B-TERM,
59,качества,I-TERM,
60,взаимодействия,I-TERM,
61,.,O,
62,Произведена,O,
63,модификация,O,
64,алгоритма,B-TERM,Q4801057
65,искусственной,I-TERM,
66,пчелиной,I-TERM,
67,колонии,I-TERM,
68,для,O,
69,работы,O,
70,с,O,
71,натуральными,O,
72,наборами,O,
73,программных,B-TERM,
74,компонентов,I-TERM,
75,с,O,
76,учетом,O,
77,введенного,O,
78,дополнительного,O,
79,условия,O,
80,останова,B-TERM,
81,алгоритма,B-TERM,
82,искусственной,I-TERM,
83,основе,O,
84,заданного,O,
85,критерия,B-TERM,
86,сходимости,I-TERM,
87,.,O,
88,Полученное,O,
89,решение,O,
90,указывает,O,
91,на,O,
92,более,O,
93,высокую,O,
94,скорость,B-TERM,Q1783502
95,сходимости,I-TERM,
96,алгоритма,B-TERM,Q4801057
97,искусственной,I-TERM,
98,пчелиной,I-TERM,
99,колонии,I-TERM,
100,в,O,
101,сравнении,O,
102,с,O,
103,генетическим,B-TERM,Q187787
104,алгоритмом,I-TERM,
105,при,O,
106,решении,O,
107,задачи,O,
108,выбора,B-TERM,
109,программных,I-TERM,
110,компонентов,I-TERM,
111,.,O,
112,Полученное,O,
113,решение,O,
114,может,O,
115,использоваться,O,
116,при,O,
117,разработке,O,
118,распределенных,B-TERM,
119,информационных,I-TERM,
120,систем,I-TERM,
121,на,O,
122,основе,O,
123,Node,B-TERM,Q756100
124,.,I-TERM,
125,js,I-TERM,
126,с,O,
127,использованием,O,
128,рассмотренных,O,
129,в,O,
130,исследовании,O,
131,программных,B-TERM,
132,компонентов,I-TERM,
133,.,O,
