id,token,tag,wiki_id
0,Коммуникации,B-TERM,Q11024
1,служат,O,
2,средой,O,
3,для,O,
4,интеграции,O,
5,участников,O,
6,проекта,O,
7,",",O,
8,трансформирующей,O,
9,их,O,
10,из,O,
11,отдельных,O,
12,исполнителей,O,
13,в,O,
14,единую,O,
15,команду,O,
16,.,O,
17,По,O,
18,мнению,O,
19,практиков,O,
20,проектного,B-TERM,Q179012
21,управления,I-TERM,
22,в,O,
23,настоящее,O,
24,время,O,
25,существенным,O,
26,фактором,O,
27,успеха,O,
28,становятся,O,
29,коммуникации,B-TERM,Q11024
30,и,O,
31,отношения,O,
32,между,O,
33,участниками,O,
34,.,O,
35,Формальные,O,
36,и,O,
37,неформальные,O,
38,связи,O,
39,участников,O,
40,проектной,B-TERM,
41,сети,I-TERM,
42,в,O,
43,совокупности,O,
44,образуют,O,
45,коммуникационную,B-TERM,
46,среду,I-TERM,
47,проекта,I-TERM,
48,.,O,
49,Характер,B-TERM,
50,и,O,
51,структура,B-TERM,
52,связей,I-TERM,
53,влияют,O,
54,на,O,
55,эффективность,B-TERM,
56,управления,I-TERM,
57,проектом,I-TERM,
58,",",O,
59,и,O,
60,",",O,
61,следовательно,O,
62,",",O,
63,могут,O,
64,служить,O,
65,индикатором,B-TERM,
66,успешности,I-TERM,
67,проекта,I-TERM,
68,.,O,
69,В,O,
70,работе,O,
71,на,O,
72,примере,O,
73,инжиниринговых,B-TERM,
74,проектов,I-TERM,
75,был,O,
76,рассмотрен,O,
77,подход,B-TERM,Q46857
78,",",O,
79,использующий,O,
80,методы,B-TERM,Q4751159
81,анализа,I-TERM,
82,социальных,I-TERM,
83,коммуникаций,I-TERM,
84,для,O,
85,оценки,O,
86,влияния,O,
87,социальных,B-TERM,
88,коммуникаций,I-TERM,
89,на,O,
90,эффективность,B-TERM,
91,проектного,I-TERM,
92,менеджмента,I-TERM,
93,.,O,
