id,token,tag,wiki_id
0,Показана,O,
1,возможность,O,
2,изготовления,O,
3,развертываемых,O,
4,тестовых,O,
5,объектов,O,
6,для,O,
7,настройки,O,
8,авиационной,B-TERM,
9,оптической,I-TERM,
10,аппаратуры,I-TERM,
11,дистанционного,I-TERM,
12,зондирования,I-TERM,
13,Земли,I-TERM,
14,в,O,
15,виде,O,
16,комплекта,O,
17,фрагментов,O,
18,из,O,
19,атмосфероустойчивых,B-TERM,
20,полимерных,I-TERM,
21,материалов,I-TERM,
22,путем,O,
23,цифровой,B-TERM,Q95474715
24,струйной,I-TERM,
25,печати,I-TERM,
26,на,O,
27,полотнах,O,
28,двух,O,
29,типов,O,
30,.,O,
31,Основные,O,
32,фрагменты,O,
33,с,O,
34,фиксированной,O,
35,оптической,B-TERM,Q907315
36,плотностью,I-TERM,
37,содержат,O,
38,изображения,O,
39,светлых,O,
40,штрихов,O,
41,на,O,
42,темном,O,
43,фоне,O,
44,.,O,
45,Фоновые,O,
46,фрагменты,O,
47,монохромны,O,
48,.,O,
49,Предложено,O,
50,рациональное,O,
51,сочетание,O,
52,материалов,O,
53,для,O,
54,фрагментов,O,
55,тестовых,O,
56,объектов,O,
57,",",O,
58,произведена,O,
59,оценка,O,
60,их,O,
61,оптических,B-TERM,Q2643571
62,свойств,I-TERM,
63,и,O,
64,светостойкости,B-TERM,Q909369
65,.,O,
