id,token,tag,wiki_id
0,Развиваются,O,
1,игровые,B-TERM,
2,методы,I-TERM,
3,обучения,I-TERM,
4,руководителей,O,
5,",",O,
6,аналитиков,O,
7,и,O,
8,специалистов,O,
9,-,O,
10,исследователей,O,
11,в,O,
12,интересах,O,
13,выработки,O,
14,решений,O,
15,для,O,
16,определенного,O,
17,класса,O,
18,управленческих,B-TERM,
19,задач,I-TERM,
20,в,O,
21,сложных,O,
22,антропогенных,B-TERM,
23,системах,I-TERM,
24,.,O,
25,Дано,O,
26,определение,O,
27,деловой,B-TERM,Q2574311
28,игры,I-TERM,
29,.,O,
30,В,O,
31,общем,O,
32,формальном,O,
33,виде,O,
34,представлен,O,
35,метод,B-TERM,Q2574311
36,деловой,I-TERM,
37,игры,I-TERM,
38,позволяющий,O,
39,формировать,O,
40,решения,O,
41,из,O,
42,набора,O,
43,эвристических,B-TERM,
44,правил,I-TERM,
45,и,O,
46,руководящих,B-TERM,
47,принципов,I-TERM,
48,",",O,
49,вырабатывая,O,
50,их,O,
51,в,O,
52,ходе,O,
53,имитационно,B-TERM,
54,-,I-TERM,
55,игрового,I-TERM,
56,эксперимента,I-TERM,
57,с,O,
58,предметной,B-TERM,Q1979154
59,моделью,I-TERM,
60,путем,O,
61,многократного,O,
62,и,O,
63,многостороннего,O,
64,итерационного,B-TERM,
65,проигрывания,I-TERM,
66,теоретически,O,
67,обоснованных,O,
68,сценариев,O,
69,.,O,
70,Определены,O,
71,состав,O,
72,и,O,
73,содержание,O,
74,базовых,B-TERM,
75,моделей,I-TERM,
76,метода,B-TERM,Q2574311
77,деловой,I-TERM,
78,игры,I-TERM,
79,.,O,
