id,token,tag,wiki_id
0,Рассматривается,O,
1,вопрос,B-TERM,Q1438033
2,о,O,
3,необходимости,O,
4,использования,O,
5,современных,O,
6,мультимедийных,B-TERM,
7,технологий,I-TERM,
8,в,O,
9,курсе,O,
10,начертательной,B-TERM,Q638755
11,геометрии,I-TERM,
12,.,O,
13,Специфика,O,
14,этой,O,
15,дисциплины,B-TERM,Q11862829
16,заключается,O,
17,в,O,
18,том,O,
19,",",O,
20,что,O,
21,почти,O,
22,весь,O,
23,лекционный,O,
24,материал,O,
25,представлен,O,
26,в,O,
27,виде,O,
28,сложных,O,
29,для,O,
30,понимания,O,
31,студентов,O,
32,графических,B-TERM,Q192521
33,рисунков,I-TERM,
34,.,O,
35,Показаны,O,
36,преимущества,O,
37,применения,O,
38,мультимедийных,B-TERM,
39,технологий,I-TERM,
40,в,O,
41,учебном,B-TERM,
42,процессе,I-TERM,
43,и,O,
44,эффективность,B-TERM,Q1034411
45,их,O,
46,использования,O,
47,во,O,
48,время,O,
49,лекций,B-TERM,Q603773
50,и,O,
51,семинаров,B-TERM,Q504703
52,.,O,
53,В,O,
54,виде,O,
55,примера,O,
56,применения,O,
57,мультимедийных,B-TERM,
58,технологий,I-TERM,
59,представлена,O,
60,презентация,B-TERM,Q21206008
61,лекции,I-TERM,
62,на,O,
63,тему,O,
64,«,O,
65,Поверхности,B-TERM,Q484298
66,»,O,
67,.,O,
