id,token,tag,wiki_id
0,В,O,
1,работе,O,
2,рассматривается,O,
3,задача,B-TERM,
4,стабилизации,I-TERM,
5,робота,B-TERM,
6,типа,I-TERM,
7,акробот,I-TERM,
8,«,O,
9,Acrobot,B-TERM,
10,»,O,
11,методом,B-TERM,Q672139
12,обратной,I-TERM,
13,связи,I-TERM,
14,линеаризацией,I-TERM,
15,.,O,
16,Рассматриваемая,O,
17,модель,B-TERM,
18,акробота,I-TERM,
19,представляет,O,
20,собой,O,
21,роботизированную,B-TERM,
22,конструкцию,I-TERM,
23,двухзвенного,I-TERM,
24,робота,I-TERM,
25,с,O,
26,единственный,O,
27,приводом,B-TERM,Q1326752
28,в,O,
29,вертикальной,B-TERM,
30,плоскости,I-TERM,
31,(,O,
32,локте,O,
33,),O,
34,.,O,
35,Рассматриваемая,O,
36,модель,B-TERM,
37,представляет,O,
38,интерес,O,
39,",",O,
40,определяемый,O,
41,возможностью,O,
42,аналитического,B-TERM,
43,исследования,I-TERM,
44,динамических,B-TERM,
45,уравнений,I-TERM,
46,с,I-TERM,
47,незначительным,I-TERM,
48,числом,I-TERM,
49,параметров,I-TERM,
50,.,O,
51,Получено,O,
52,решение,O,
53,задачи,B-TERM,
54,стабилизации,I-TERM,
55,конструкции,I-TERM,
56,акробота,I-TERM,
57,линейно,B-TERM,
58,-,I-TERM,
59,квадратичными,I-TERM,
60,регуляторами,I-TERM,
61,.,O,
62,Однако,O,
63,найденные,O,
64,решения,O,
65,не,O,
66,обеспечивают,O,
67,робастность,B-TERM,Q403605
68,параметров,I-TERM,
69,",",O,
70,что,O,
71,затрудняет,O,
72,их,O,
73,практическое,O,
74,использование,O,
75,.,O,
76,Приведены,O,
77,результаты,O,
78,вычислительных,B-TERM,
79,экспериментами,I-TERM,
80,.,O,
