id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,рассматривается,O,
3,понятие,O,
4,множества,B-TERM,
5,алгоритмов,I-TERM,
6,цифровой,I-TERM,
7,обработки,I-TERM,
8,информации,I-TERM,
9,",",O,
10,излагается,O,
11,подход,O,
12,к,O,
13,установлению,O,
14,отношений,B-TERM,Q203066
15,",",O,
16,определенных,O,
17,на,O,
18,данном,O,
19,множестве,B-TERM,
20,.,O,
21,Предлагаются,O,
22,критерии,O,
23,установления,O,
24,классов,B-TERM,Q130998
25,эквивалентности,I-TERM,
26,на,O,
27,данном,O,
28,множестве,B-TERM,
29,.,O,
30,Излагается,O,
31,подход,O,
32,к,O,
33,формированию,B-TERM,
34,смесей,I-TERM,
35,алгоритмов,I-TERM,
36,для,O,
37,решения,O,
38,задачи,B-TERM,
39,автоматического,I-TERM,
40,измерения,I-TERM,
41,размеров,I-TERM,
42,изделий,I-TERM,
43,на,I-TERM,
44,конвейерной,I-TERM,
45,ленте,I-TERM,
46,.,O,
