id,token,tag,wiki_id
0,В,O,
1,данной,O,
2,статье,O,
3,рассматривается,O,
4,понятие,O,
5,перспективы,B-TERM,Q1900281
6,с,O,
7,точки,O,
8,зрения,O,
9,геометрии,B-TERM,Q8087
10,и,O,
11,искусства,B-TERM,Q2018526
12,.,O,
13,Представлены,O,
14,различных,O,
15,виды,O,
16,перспектив,B-TERM,Q1900281
17,на,O,
18,предмет,O,
19,корректного,O,
20,изображения,O,
21,объектов,O,
22,с,O,
23,учетом,O,
24,искажения,O,
25,их,O,
26,формы,B-TERM,Q207961
27,",",O,
28,размеров,B-TERM,Q322481
29,и,O,
30,расположения,B-TERM,
31,в,I-TERM,
32,пространстве,I-TERM,
33,.,O,
34,Исследуется,O,
35,разработка,O,
36,компьютерной,B-TERM,Q925667
37,модели,I-TERM,
38,",",O,
39,позволяющей,O,
40,пользователю,O,
41,осуществлять,O,
42,деформацию,O,
43,привычных,O,
44,перспектив,B-TERM,Q1900281
45,с,O,
46,целью,O,
47,корректного,O,
48,отображения,B-TERM,
49,объектов,I-TERM,
50,или,O,
51,достижения,O,
52,желаемого,O,
53,художественного,B-TERM,
54,эффекта,I-TERM,
55,.,O,
