id,token,tag,wiki_id
0,Данная,O,
1,статья,O,
2,посвящена,O,
3,реализации,O,
4,проблемно,B-TERM,
5,-,I-TERM,
6,ориентированного,I-TERM,
7,транслирующего,I-TERM,
8,средства,I-TERM,
9,в,O,
10,рамках,O,
11,систем,B-TERM,
12,непрерывного,I-TERM,
13,моделирования,I-TERM,
14,.,O,
15,Построение,O,
16,переходных,B-TERM,Q1974593
17,процессов,I-TERM,
18,осуществляется,O,
19,по,O,
20,формальному,O,
21,описанию,O,
22,объекта,O,
23,",",O,
24,предлагаемому,O,
25,в,O,
26,виде,O,
27,набора,O,
28,обыкновенных,O,
29,дифференциальных,B-TERM,Q11214
30,и,O,
31,алгебраических,B-TERM,Q50698
32,уравнений,I-TERM,
33,.,O,
34,Предусмотрена,O,
35,возможность,O,
36,изменения,O,
37,методов,O,
38,и,O,
39,условий,O,
40,интегрирования,O,
41,.,O,
