id,token,tag,wiki_id
0,Предметом,O,
1,исследования,O,
2,является,O,
3,оценка,B-TERM,
4,величины,I-TERM,
5,дефицита,I-TERM,
6,бюджета,I-TERM,
7,Пенсионного,I-TERM,
8,фонда,I-TERM,
9,РФ,I-TERM,
10,в,O,
11,части,O,
12,величины,O,
13,взносов,O,
14,и,O,
15,обязательств,O,
16,",",O,
17,используемых,O,
18,для,O,
19,выплаты,O,
20,страховой,O,
21,части,O,
22,трудовой,B-TERM,Q21843295
23,пенсии,I-TERM,
24,по,I-TERM,
25,старости,I-TERM,
26,на,O,
27,общих,O,
28,основаниях,O,
29,.,O,
30,Задачами,O,
31,исследования,O,
32,являются,O,
33,:,O,
34,построение,B-TERM,
35,модели,I-TERM,
36,формирования,I-TERM,
37,отчислений,I-TERM,
38,в,O,
39,Пенсионный,O,
40,фонд,O,
41,Российской,O,
42,Федерации,O,
43,(,O,
44,ПФР,O,
45,),O,
46,",",O,
47,оценка,O,
48,величины,O,
49,дефицита,B-TERM,Q1337691
50,ПФР,O,
51,при,O,
52,существующей,O,
53,структуре,B-TERM,
54,населения,I-TERM,
55,и,O,
56,законодательной,B-TERM,
57,базе,I-TERM,
58,",",O,
59,а,O,
60,также,O,
61,анализ,B-TERM,
62,результата,I-TERM,
63,управляющих,I-TERM,
64,воздействий,I-TERM,
65,на,O,
66,параметры,B-TERM,Q1410440
67,актуарного,I-TERM,
68,базиса,I-TERM,
69,в,O,
70,долгосрочном,O,
71,периоде,O,
72,.,O,
73,В,O,
74,ходе,O,
75,исследования,O,
76,разработана,O,
77,динамическая,B-TERM,
78,актуарная,I-TERM,
79,модель,I-TERM,
80,оценки,I-TERM,
81,баланса,I-TERM,
82,солидарно,B-TERM,
83,-,I-TERM,
84,распределительной,I-TERM,
85,пенсионной,I-TERM,
86,системы,I-TERM,
87,",",O,
88,учитывающая,O,
89,особенности,O,
90,социально,B-TERM,Q4810841
91,-,I-TERM,
92,экономического,I-TERM,
93,развития,I-TERM,
94,и,O,
95,законодательства,B-TERM,Q4184941
96,РФ,I-TERM,
97,",",O,
98,а,O,
99,также,O,
100,определен,O,
101,комплекс,B-TERM,
102,управляющих,I-TERM,
103,воздействий,I-TERM,
104,на,O,
105,параметры,B-TERM,Q1410440
106,актуарного,B-TERM,
107,базиса,I-TERM,
108,",",O,
109,позволяющих,O,
110,минимизировать,O,
111,величину,B-TERM,
112,дефицита,I-TERM,
113,бюджета,I-TERM,
114,Пенсионного,I-TERM,
115,фонда,I-TERM,
116,РФ,I-TERM,
117,.,O,
118,Показывается,O,
119,эквивалентность,O,
120,кубической,B-TERM,
121,и,O,
122,тетраэдрической,B-TERM,
123,моделей,I-TERM,
124,.,O,
