id,token,tag,wiki_id
0,Настоящий,O,
1,обзор,O,
2,посвящен,O,
3,наиболее,O,
4,значимым,O,
5,исследованиям,O,
6,процессов,O,
7,теплового,B-TERM,
8,воздействия,I-TERM,
9,лесных,I-TERM,
10,пожаров,I-TERM,
11,на,O,
12,ткани,B-TERM,
13,человека,I-TERM,
14,(,O,
15,особенно,O,
16,на,O,
17,кожные,B-TERM,Q1074
18,покровы,I-TERM,
19,),O,
20,.,O,
21,Проведен,O,
22,анализ,O,
23,различных,O,
24,исследований,O,
25,",",O,
26,выполненных,O,
27,с,O,
28,середины,O,
29,ХХ,O,
30,века,O,
31,по,O,
32,настоящее,O,
33,время,O,
34,.,O,
35,Рассматривается,O,
36,общая,O,
37,характеристика,O,
38,лесных,B-TERM,Q169950
39,пожаров,I-TERM,
40,и,O,
41,их,O,
42,основные,O,
43,типы,O,
44,.,O,
45,Выделены,O,
46,основные,O,
47,методы,B-TERM,Q815844
48,и,O,
49,подходы,B-TERM,
50,",",O,
51,использующиеся,O,
52,при,O,
53,исследовании,O,
54,проблемы,O,
55,теплового,B-TERM,
56,воздействия,I-TERM,
57,лесных,I-TERM,
58,пожаров,I-TERM,
59,на,O,
60,ткани,B-TERM,
61,человека,I-TERM,
62,.,O,
63,Рассматриваются,O,
64,инструментальные,B-TERM,
65,",",O,
66,расчетные,I-TERM,
67,и,O,
68,расчетно,B-TERM,
69,-,I-TERM,
70,эксперимен,I-TERM,
71,¬,I-TERM,
72,тальные,I-TERM,
73,методы,I-TERM,
74,для,O,
75,анализа,O,
76,проблемы,O,
77,оценки,O,
78,теплового,B-TERM,
79,воздействия,I-TERM,
80,лесных,I-TERM,
81,пожаров,I-TERM,
82,на,O,
83,ткани,B-TERM,
84,человека,I-TERM,
85,.,O,
86,Предлагается,O,
87,в,O,
88,качестве,O,
89,основного,O,
90,метода,B-TERM,Q1799072
91,использовать,O,
92,подход,B-TERM,Q486902
93,математического,I-TERM,
94,моделирования,I-TERM,
95,для,O,
96,исследования,O,
97,указанной,O,
98,проблемы,O,
99,.,O,
100,Рассматриваются,O,
101,перспективы,O,
102,разработки,O,
103,программных,B-TERM,
104,компонент,I-TERM,
105,",",O,
106,реализующих,O,
107,математические,B-TERM,Q486902
108,модели,I-TERM,
109,теплового,B-TERM,
110,воздействия,I-TERM,
111,лесных,I-TERM,
112,пожаров,I-TERM,
113,на,O,
114,ткани,B-TERM,
115,человека,I-TERM,
116,.,O,
117,Такие,O,
118,програм,B-TERM,
119,¬,I-TERM,
120,мные,I-TERM,
121,реализации,I-TERM,
122,проблемно,B-TERM,
123,-,I-TERM,
124,ориентированных,I-TERM,
125,алгоритмов,I-TERM,
126,могут,O,
127,стать,O,
128,основой,O,
129,для,O,
130,создания,O,
131,медицинских,B-TERM,
132,информационных,I-TERM,
133,систем,I-TERM,
134,для,O,
135,нужд,O,
136,МЧС,O,
137,и,O,
138,скорой,O,
139,медицинской,O,
140,помощи,O,
141,при,O,
142,минимизации,O,
143,и,O,
144,ликвидации,O,
145,социального,B-TERM,
146,ущерба,I-TERM,
147,от,O,
148,лесных,B-TERM,Q169950
149,пожаров,I-TERM,
150,.,O,
