id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,описана,O,
3,учебная,O,
4,лабораторная,O,
5,работа,O,
6,(,O,
7,реальная,O,
8,и,O,
9,виртуальная,O,
10,),O,
11,в,O,
12,русле,O,
13,междисциплинарных,O,
14,связей,O,
15,на,O,
16,стыке,O,
17,информатики,B-TERM,Q4027615
18,",",O,
19,математики,B-TERM,Q395
20,и,O,
21,физики,B-TERM,Q413
22,:,O,
23,исследование,O,
24,статического,B-TERM,
25,и,O,
26,динамического,B-TERM,
27,провисания,I-TERM,
28,замкнутой,B-TERM,
29,цепи,I-TERM,
30,с,O,
31,различными,O,
32,точками,B-TERM,Q40164
33,опоры,I-TERM,
34,",",O,
35,а,O,
36,также,O,
37,качание,B-TERM,
38,цепи,I-TERM,
39,как,O,
40,маятника,B-TERM,Q20702
41,.,O,
42,Описана,O,
43,технология,O,
44,компьютерной,B-TERM,
45,обработки,I-TERM,
46,фото,B-TERM,
47,-,O,
48,и,O,
49,видеосъемки,B-TERM,Q4447845
50,физического,B-TERM,Q101965
51,эксперимента,I-TERM,
52,с,O,
53,последующим,O,
54,обсчетом,O,
55,медиафайлов,B-TERM,
56,на,O,
57,компьютере,B-TERM,Q68
58,.,O,
59,Обсуждается,O,
60,недавно,O,
61,открытая,O,
62,константа,B-TERM,Q188248
63,—,O,
64,цепное,B-TERM,
65,число,I-TERM,
66,π,I-TERM,
67,(,O,
68,1,O,
69,.,O,
70,258,O,
71,.,O,
72,.,O,
73,.,O,
74,—,O,
75,оптимальное,O,
76,отношение,O,
77,длины,O,
78,цепи,O,
79,к,O,
80,расстоянию,O,
81,между,O,
82,точками,O,
83,ее,O,
84,крепления,O,
85,",",O,
86,а,O,
87,также,O,
88,граница,O,
89,между,O,
90,двумя,O,
91,формами,O,
92,провисания,O,
93,замкнутой,O,
94,цепочки,O,
95,на,O,
96,двух,O,
97,«,O,
98,гвоздях,O,
99,»,O,
100,),O,
101,.,O,
102,Найдена,O,
103,и,O,
104,исследована,O,
105,новая,O,
106,физико,B-TERM,
107,-,I-TERM,
108,математическая,I-TERM,
109,константа,I-TERM,
110,50,O,
111,.,O,
112,34,O,
113,.,O,
114,.,O,
115,.,O,
116,º,O,
117,—,O,
118,критический,B-TERM,
119,угол,I-TERM,
120,провисания,I-TERM,
121,замкнутой,B-TERM,
122,цепи,I-TERM,
123,на,O,
124,равнобедренном,B-TERM,Q875937
125,треугольнике,I-TERM,
126,(,O,
127,«,O,
128,на,O,
129,гардеробных,O,
130,плечиках,O,
131,»,O,
132,),O,
133,.,O,
134,Описана,O,
135,связь,O,
136,этой,O,
137,константы,B-TERM,
138,с,O,
139,задачей,O,
140,о,O,
141,равновесном,B-TERM,
142,положении,I-TERM,
143,замкнутой,B-TERM,
144,цепи,I-TERM,
145,на,O,
146,прямом,B-TERM,Q42344
147,круговом,I-TERM,
148,конусе,I-TERM,
149,.,O,
150,Оценены,O,
151,подходы,O,
152,и,O,
153,сделана,O,
154,попытка,O,
155,численного,B-TERM,Q12041485
156,решения,I-TERM,
157,задачи,I-TERM,
158,о,O,
159,маятнике,B-TERM,Q20702
160,-,O,
161,цепи,B-TERM,Q2397485
162,с,O,
163,различным,O,
164,числом,O,
165,звеньев,B-TERM,
166,.,O,
167,Исследована,O,
168,применимость,O,
169,компьютерного,B-TERM,
170,инструмента,I-TERM,
171,«,O,
172,оптимизация,B-TERM,
173,с,I-TERM,
174,ограничениями,I-TERM,
175,»,O,
176,для,O,
177,решения,O,
178,задач,O,
179,теоретической,B-TERM,Q833065
180,механики,I-TERM,
181,.,O,
182,Подчеркивается,O,
183,важность,O,
184,использования,O,
185,единиц,B-TERM,Q21514353
186,измерения,I-TERM,
187,при,O,
188,решении,O,
189,на,O,
190,компьютере,O,
191,физических,O,
192,задач,O,
193,.,O,
194,Обсуждается,O,
195,методика,O,
196,преподавания,O,
197,в,O,
198,школах,O,
199,и,O,
200,вузах,O,
201,курсов,O,
202,математической,B-TERM,Q156495
203,физики,I-TERM,
204,",",O,
205,физико,B-TERM,
206,-,I-TERM,
207,математической,I-TERM,
208,информатики,I-TERM,
209,и,O,
210,дифференциальных,B-TERM,Q11214
211,уравнений,I-TERM,
212,.,O,
