id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,рассматривается,O,
3,управляемое,O,
4,движение,O,
5,беспилотного,B-TERM,Q484000
6,летательного,I-TERM,
7,аппарата,I-TERM,
8,(,O,
9,БПЛА,B-TERM,Q484000
10,),O,
11,вертикального,B-TERM,
12,взлета,I-TERM,
13,и,O,
14,посадки,B-TERM,
15,",",O,
16,типа,O,
17,конвертоплан,B-TERM,Q3467724
18,",",O,
19,с,O,
20,тремя,O,
21,управляемыми,B-TERM,
22,приводами,I-TERM,
23,",",O,
24,причем,O,
25,поворотными,O,
26,являются,O,
27,все,O,
28,винты,O,
29,с,O,
30,двигателями,O,
31,.,O,
32,БПЛА,B-TERM,Q484000
33,оснащен,O,
34,стреловидным,B-TERM,
35,крылом,I-TERM,
36,",",O,
37,расчет,O,
38,аэродинамических,B-TERM,
39,параметров,I-TERM,
40,тяговых,I-TERM,
41,осуществлялся,O,
42,в,O,
43,программном,B-TERM,
44,пакете,I-TERM,
45,XFLR5,I-TERM,
46,с,O,
47,учетом,O,
48,массогабаритных,O,
49,требований,O,
50,.,O,
51,Определены,O,
52,коэффициенты,O,
53,подъемной,B-TERM,Q194433
54,силы,I-TERM,
55,и,O,
56,сопротивления,B-TERM,
57,БПЛА,B-TERM,Q484000
58,в,O,
59,зависимости,O,
60,от,O,
61,угла,B-TERM,Q370906
62,атаки,I-TERM,
63,на,O,
64,основании,O,
65,вихревого,B-TERM,
66,метода,I-TERM,
67,",",O,
68,выполнен,O,
69,анализ,O,
70,влияния,O,
71,профиля,B-TERM,Q4698744
72,крыла,I-TERM,
73,на,O,
74,расчетные,O,
75,аэродинамические,B-TERM,
76,характеристики,I-TERM,
77,.,O,
78,Предложена,O,
79,методика,B-TERM,
80,синтеза,I-TERM,
81,энергоэффективных,I-TERM,
82,параметров,I-TERM,
83,тяговых,B-TERM,
84,усилий,I-TERM,
85,винтов,B-TERM,
86,электроприводов,I-TERM,
87,",",O,
88,обеспечивающих,O,
89,снижение,O,
90,энергопотребления,B-TERM,
91,",",O,
92,повышая,O,
93,точность,B-TERM,
94,системы,I-TERM,
95,автоматического,I-TERM,
96,управления,I-TERM,
97,.,O,
