id,token,tag,wiki_id
0,Рассмотрены,O,
1,свойства,O,
2,суперпозиций,B-TERM,Q244761
3,функций,I-TERM,
4,.,O,
5,Суперпозиции,B-TERM,Q244761
6,или,O,
7,композиции,B-TERM,Q244761
8,функций,I-TERM,
9,используются,O,
10,в,O,
11,методах,B-TERM,Q18171762
12,символьной,I-TERM,
13,регрессии,I-TERM,
14,",",O,
15,которые,O,
16,применяются,O,
17,при,O,
18,создании,O,
19,вычислительных,B-TERM,
20,методов,I-TERM,
21,поиска,I-TERM,
22,структур,I-TERM,
23,математических,I-TERM,
24,выражений,I-TERM,
25,.,O,
26,Приведены,O,
27,примеры,O,
28,решения,O,
29,задач,B-TERM,Q50412353
30,общего,I-TERM,
31,синтеза,I-TERM,
32,управления,I-TERM,
33,для,O,
34,нелинейного,B-TERM,
35,объекта,I-TERM,
36,второго,I-TERM,Q7100719
37,порядка,I-TERM,
38,.,O,
39,Метод,B-TERM,Q815844
40,символьной,I-TERM,
41,регрессии,I-TERM,
42,позволил,O,
43,найти,O,
44,такие,O,
45,функции,B-TERM,Q15810910
46,управления,I-TERM,
47,",",O,
48,которые,O,
49,обеспечили,O,
50,свойства,O,
51,аттрактора,B-TERM,Q507187
52,двум,O,
53,разным,O,
54,терминальным,B-TERM,
55,многообразиям,I-TERM,
56,.,O,
