id,token,tag,wiki_id
0,Предложена,O,
1,математическая,B-TERM,Q486902
2,модель,I-TERM,
3,для,O,
4,исследования,B-TERM,
5,функционирования,I-TERM,
6,информационной,I-TERM,
7,системы,I-TERM,
8,с,O,
9,использованием,O,
10,математического,B-TERM,Q724168
11,аппарата,I-TERM,
12,расширенных,I-TERM,
13,сетей,I-TERM,
14,Петри,I-TERM,
15,.,O,
16,Приведены,O,
17,результаты,O,
18,моделирования,O,
19,работы,O,
20,аппаратных,B-TERM,
21,ресурсов,I-TERM,
22,как,O,
23,дискретной,B-TERM,
24,динамической,I-TERM,
25,системы,I-TERM,
26,.,O,
