id,token,tag,wiki_id
0,В,O,
1,работе,O,
2,приводятся,O,
3,результаты,O,
4,эмпирического,O,
5,исследования,O,
6,патентных,O,
7,документов,O,
8,и,O,
9,научных,O,
10,публикаций,O,
11,по,O,
12,аэрокосмической,O,
13,тематике,O,
14,",",O,
15,которые,O,
16,выполнялись,O,
17,с,O,
18,целью,O,
19,выявления,O,
20,основных,O,
21,тенденций,O,
22,развития,O,
23,технологий,O,
24,.,O,
25,Проведенный,O,
26,анализ,O,
27,большого,O,
28,объема,O,
29,данных,O,
30,из,O,
31,информационных,O,
32,ресурсов,O,
33,Thomson,O,
34,Innovation,O,
35,и,O,
36,Orbit,O,
37,-,O,
38,Questel,O,
39,позволяет,O,
40,нарисовать,O,
41,достаточно,O,
42,ясную,O,
43,картину,O,
44,отрасли,O,
45,",",O,
46,где,O,
47,можно,O,
48,увидеть,O,
49,высокую,O,
50,степень,O,
51,диверсификации,B-TERM,
52,технологий,I-TERM,
53,",",O,
54,сильную,O,
55,связь,O,
56,с,O,
57,фундаментальной,O,
58,наукой,O,
59,",",O,
60,специфичность,O,
61,рынков,O,
62,для,O,
63,многих,O,
64,видов,O,
65,продукции,O,
66,",",O,
67,малое,O,
68,количество,O,
69,игроков,O,
70,",",O,
71,активное,O,
72,участие,O,
73,государства,O,
74,.,O,
75,Выявлены,O,
76,основные,O,
77,тематики,O,
78,научных,O,
79,публикаций,O,
80,и,O,
81,направления,O,
82,патентных,O,
83,исследований,O,
84,в,O,
85,сфере,O,
86,космоса,O,
87,в,O,
88,целом,O,
89,по,O,
90,миру,O,
91,",",O,
92,а,O,
93,также,O,
94,для,O,
95,лидеров,O,
96,космической,O,
97,отрасли,O,
98,и,O,
99,для,O,
100,России,O,
101,.,O,
