id,token,tag,wiki_id
0,Разработан,O,
1,метод,O,
2,поиска,O,
3,кратчайшего,O,
4,гамильтонова,B-TERM,Q273037
5,пути,I-TERM,
6,в,O,
7,произвольном,O,
8,графе,B-TERM,Q141488
9,на,O,
10,основе,O,
11,рангового,B-TERM,
12,подхода,I-TERM,
13,",",O,
14,который,O,
15,обеспечивает,O,
16,высокую,O,
17,оперативность,B-TERM,
18,и,O,
19,существенное,O,
20,уменьшение,O,
21,погрешности,B-TERM,
22,решения,I-TERM,
23,задачи,B-TERM,
24,организации,I-TERM,
25,процесса,I-TERM,
26,управления,I-TERM,
27,множеством,I-TERM,
28,транзакций,I-TERM,
29,и,I-TERM,
30,запросов,I-TERM,
31,при,O,
32,их,O,
33,реализации,O,
34,в,O,
35,сетевых,B-TERM,
36,базах,I-TERM,
37,данных,I-TERM,
38,.,O,
39,Во,O,
40,многих,O,
41,случаях,O,
42,существующие,O,
43,решения,O,
44,не,O,
45,обеспечивают,O,
46,необходимых,O,
47,результатов,O,
48,по,O,
49,времени,O,
50,доступа,O,
51,и,O,
52,точности,O,
53,найденного,O,
54,решения,O,
55,.,O,
56,Использование,O,
57,разработанного,O,
58,метода,B-TERM,
59,позволяет,O,
60,минимизировать,O,
61,время,B-TERM,
62,простоя,I-TERM,
63,вычислительных,I-TERM,
64,устройств,I-TERM,
65,",",O,
66,сократить,O,
67,объемы,B-TERM,
68,и,O,
69,время,B-TERM,
70,передачи,I-TERM,
71,данных,I-TERM,
72,от,O,
73,одних,O,
74,исполнительных,B-TERM,Q423488
75,устройств,I-TERM,
76,другим,O,
77,",",O,
78,повысить,O,
79,общую,O,
80,масштабируемость,B-TERM,Q909622
81,",",O,
82,минимизировать,O,
83,время,O,
84,до,O,
85,-,O,
86,ступа,O,
87,к,O,
88,данным,O,
89,и,O,
90,пр,O,
91,.,O,
92,Важным,O,
93,достоинством,O,
94,предлагаемого,O,
95,метода,B-TERM,
96,является,O,
97,уменьшение,O,
98,числа,O,
99,элементарных,B-TERM,Q4531142
100,операций,I-TERM,
101,",",O,
102,за,O,
103,счет,O,
104,использования,O,
105,процедуры,B-TERM,Q41689629
106,нахождения,O,
107,оптимальной,O,
108,входной,B-TERM,Q2005914
109,точки,I-TERM,
110,в,O,
111,граф,B-TERM,
112,",",O,
113,что,O,
114,приводит,O,
115,к,O,
116,существенному,O,
117,уменьшению,O,
118,времени,O,
119,на,O,
120,реализацию,O,
121,процедур,B-TERM,Q41689629
122,формирования,B-TERM,
123,очереди,I-TERM,
124,выполнения,B-TERM,
125,операций,I-TERM,
126,в,O,
127,запросах,B-TERM,
128,.,O,
129,Предложенный,O,
130,алгоритм,B-TERM,
131,целесообразно,O,
132,использовать,O,
133,адаптивно,O,
134,",",O,
135,в,O,
136,комбинации,O,
137,с,O,
138,другими,O,
139,решениями,O,
140,",",O,
141,с,O,
142,целью,O,
143,минимизировать,O,
144,погрешностью,O,
145,решаемой,O,
146,задачи,O,
147,В,O,
148,работе,O,
149,используются,O,
150,методы,O,
151,теории,B-TERM,Q131476
152,графов,I-TERM,
153,.,O,
154,Оценка,O,
155,эффективности,O,
156,решения,O,
157,задачи,O,
158,выполнена,O,
159,с,O,
160,использованием,O,
161,системного,B-TERM,Q1340474
162,подхода,I-TERM,
163,",",O,
164,системного,B-TERM,Q679871
165,анализа,I-TERM,
166,и,O,
167,теории,B-TERM,Q194292
168,исследования,I-TERM,
169,операций,I-TERM,
170,.,O,
171,Обработка,O,
172,экспериментальных,O,
173,данных,O,
174,",",O,
175,полученных,O,
176,в,O,
177,ходе,O,
178,работы,O,
179,",",O,
180,проводилась,O,
181,в,O,
182,соответствии,O,
183,с,O,
184,положениями,O,
185,математической,B-TERM,Q3551145
186,статистики,I-TERM,
187,.,O,
