id,token,tag,wiki_id
0,В,O,
1,процессе,B-TERM,Q328381
2,добычи,I-TERM,
3,урана,I-TERM,
4,методом,B-TERM,
5,подземного,I-TERM,
6,скважинного,I-TERM,
7,выщелачивания,I-TERM,
8,важное,O,
9,значение,O,
10,имеет,O,
11,правильная,O,
12,классификация,B-TERM,
13,литологических,B-TERM,
14,слоев,I-TERM,
15,на,O,
16,базе,O,
17,данных,B-TERM,Q494756
18,электрического,B-TERM,
19,каротажа,I-TERM,
20,.,O,
21,Для,O,
22,решения,O,
23,этой,O,
24,задачи,O,
25,в,O,
26,настоящее,O,
27,время,O,
28,часто,O,
29,применяется,O,
30,ручной,O,
31,труд,O,
32,.,O,
33,Сопутствующие,O,
34,ошибки,O,
35,",",O,
36,ведущие,O,
37,к,O,
38,экономическим,B-TERM,
39,потерям,I-TERM,
40,",",O,
41,делают,O,
42,актуальной,O,
43,автоматизацию,B-TERM,Q184199
44,данного,O,
45,процесса,O,
46,.,O,
47,Для,O,
48,автоматизации,B-TERM,Q184199
49,процесса,B-TERM,
50,интерпретации,I-TERM,
51,данных,I-TERM,
52,каротажа,B-TERM,
53,используются,O,
54,методы,B-TERM,Q334384
55,машинного,I-TERM,
56,обучения,I-TERM,
57,с,I-TERM,
58,учителем,I-TERM,
59,.,O,
60,Рассматривается,O,
61,проблема,O,
62,противоречивости,O,
63,экспертной,B-TERM,
64,интерпретации,I-TERM,
65,данных,I-TERM,
66,связанные,O,
67,с,O,
68,этим,O,
69,ограничения,O,
70,в,O,
71,качестве,O,
72,работы,O,
73,нейронных,B-TERM,Q192776
74,сетей,I-TERM,
75,.,O,
76,Для,O,
77,оценки,O,
78,методов,B-TERM,Q2539
79,машинного,I-TERM,
80,обучения,I-TERM,
81,",",O,
82,в,O,
83,«,O,
84,идеальном,O,
85,случае,O,
86,»,O,
87,",",O,
88,введено,O,
89,понятие,O,
90,«,B-TERM,
91,синтезированной,I-TERM,
92,»,I-TERM,
93,скважины,I-TERM,
94,",",O,
95,—,O,
96,набора,O,
97,специально,O,
98,сгенерированных,B-TERM,Q7662746
99,данных,I-TERM,
100,",",O,
101,имитирующих,O,
102,показатели,B-TERM,
103,электрического,I-TERM,
104,каротажа,I-TERM,
105,и,O,
106,экспертное,B-TERM,
107,оценивание,I-TERM,
108,.,O,
109,На,O,
110,основе,O,
111,этих,O,
112,данных,B-TERM,Q42848
113,нейронные,B-TERM,
114,сети,I-TERM,
115,с,I-TERM,
116,прямым,I-TERM,
117,распространением,I-TERM,
118,сигнала,I-TERM,
119,показывают,O,
120,высокое,O,
121,качество,B-TERM,
122,классификации,I-TERM,
123,(,O,
124,около,O,
125,96,O,
126,%,O,
127,точности,B-TERM,Q962365
128,),O,
129,.,O,
130,При,O,
131,использовании,O,
132,реальных,B-TERM,Q494756
133,данных,I-TERM,
134,показатель,B-TERM,Q962365
135,точности,I-TERM,
136,существенно,O,
137,ниже,O,
138,—,O,
139,около,O,
140,55,O,
141,%,O,
142,.,O,
143,Приведены,O,
144,результаты,O,
145,оценки,O,
146,трех,O,
147,скважин,B-TERM,Q502102
148,тремя,O,
149,различными,O,
150,экспертами,B-TERM,Q381160
151,и,O,
152,оценено,O,
153,их,O,
154,согласие,B-TERM,
155,между,O,
156,собой,O,
157,и,O,
158,с,O,
159,данными,B-TERM,Q494756
160,кернового,B-TERM,
161,апробирования,I-TERM,
162,.,O,
163,Приведены,O,
164,качественные,O,
165,показатели,O,
166,интерпретации,B-TERM,
167,данных,I-TERM,
168,указанных,O,
169,скважин,B-TERM,Q502102
170,с,O,
171,помощью,O,
172,искусственной,B-TERM,Q192776
173,нейронной,I-TERM,
174,сети,I-TERM,
175,.,O,
176,Предложено,O,
177,использовать,O,
178,идентификатор,B-TERM,Q853614
179,эксперта,B-TERM,
180,в,O,
181,качестве,O,
182,дополнительного,O,
183,параметра,B-TERM,Q1413083
184,при,O,
185,обучении,B-TERM,
186,нейронной,I-TERM,
187,сети,I-TERM,
188,.,O,
