id,token,tag,wiki_id
0,В,O,
1,работе,O,
2,рассмотрены,O,
3,основные,O,
4,понятия,O,
5,",",O,
6,относящиеся,O,
7,к,O,
8,классу,O,
9,прыгающих,B-TERM,
10,роботов,I-TERM,
11,",",O,
12,механизмам,O,
13,прыжка,O,
14,",",O,
15,его,O,
16,характеристикам,O,
17,и,O,
18,этапам,O,
19,.,O,
20,Представлена,O,
21,развернутая,O,
22,классификация,B-TERM,Q5962346
23,прыгающих,B-TERM,
24,роботов,I-TERM,
25,по,O,
26,шести,O,
27,признакам,O,
28,",",O,
29,один,O,
30,из,O,
31,которых,O,
32,(,O,
33,кинематическая,B-TERM,Q29301
34,схема,I-TERM,
35,),O,
36,позволяет,O,
37,подразделять,O,
38,прыгающих,B-TERM,
39,роботов,I-TERM,
40,на,O,
41,классы,O,
42,в,O,
43,зависимости,O,
44,от,O,
45,числа,O,
46,звеньев,B-TERM,
47,и,O,
48,соединяющих,O,
49,их,O,
50,кинематических,B-TERM,Q526016
51,пар,I-TERM,
52,",",O,
53,а,O,
54,пять,O,
55,других,O,
56,—,O,
57,разделять,O,
58,прыгающих,B-TERM,
59,роботов,I-TERM,
60,по,O,
61,способам,O,
62,осуществления,O,
63,движения,O,
64,на,O,
65,том,O,
66,или,O,
67,ином,O,
68,этапе,O,
69,прыжка,O,
70,.,O,
