id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,обсуждаются,O,
3,результаты,O,
4,моделирования,B-TERM,
5,информационных,I-TERM,
6,потоков,I-TERM,
7,в,O,
8,компьютерных,B-TERM,Q1301371
9,сетях,I-TERM,
10,(,O,
11,КС,B-TERM,
12,),O,
13,со,O,
14,сложной,O,
15,топологией,B-TERM,
16,",",O,
17,полученные,O,
18,с,O,
19,помощью,O,
20,последовательной,O,
21,(,O,
22,написанной,O,
23,на,O,
24,языке,O,
25,пакета,B-TERM,Q169478
26,MATLAB,I-TERM,
27,),O,
28,и,O,
29,параллельной,O,
30,(,O,
31,на,O,
32,основе,O,
33,технологии,B-TERM,Q971505
34,GPGPU,I-TERM,
35,),O,
36,программных,O,
37,реализаций,O,
38,гибридной,B-TERM,
39,жидкостной,I-TERM,
40,модели,I-TERM,
41,(,O,
42,ГЖМ,B-TERM,
43,),O,
44,интернет,B-TERM,
45,-,I-TERM,
46,трафика,I-TERM,
47,.,O,
48,Получены,O,
49,оценки,O,
50,скорости,O,
51,вычислений,O,
52,обеих,O,
53,программных,O,
54,реализаций,O,
55,",",O,
56,подтверждающие,O,
57,более,O,
58,высокую,B-TERM,
59,производительность,I-TERM,
60,параллельной,B-TERM,
61,программной,I-TERM,
62,реализации,I-TERM,
63,ГЖМ,I-TERM,
64,.,O,
65,Предложены,O,
66,направления,O,
67,дальнейших,O,
68,исследований,O,
69,с,O,
70,целью,O,
71,развития,O,
72,параллельной,B-TERM,
73,программной,I-TERM,
74,реализации,I-TERM,
75,ГЖМ,I-TERM,
76,.,O,
