id,token,tag,wiki_id
0,Представлены,O,
1,результаты,B-TERM,
2,системного,I-TERM,
3,анализа,I-TERM,
4,и,O,
5,идентификации,B-TERM,
6,радиолокационной,I-TERM,
7,системы,I-TERM,
8,",",O,
9,использующей,O,
10,принцип,B-TERM,
11,локации,I-TERM,
12,«,O,
13,на,I-TERM,
14,просвет,I-TERM,
15,»,O,
16,.,O,
17,Рассмотрены,O,
18,проблемы,O,
19,и,O,
20,задачи,B-TERM,
21,просветной,I-TERM,
22,радиолокации,I-TERM,
23,",",O,
24,построена,O,
25,и,O,
26,обоснована,O,
27,феноменологическая,B-TERM,
28,модель,I-TERM,
29,хронологической,I-TERM,
30,эволюции,I-TERM,
31,просветных,I-TERM,
32,радиолокационных,I-TERM,
33,систем,I-TERM,
34,.,O,
35,На,O,
36,основе,O,
37,этой,B-TERM,
38,модели,I-TERM,
39,построена,O,
40,и,O,
41,идентифицирована,O,
42,математическая,B-TERM,Q486902
43,модель,I-TERM,
44,",",O,
45,предназначенная,O,
46,для,O,
47,применения,O,
48,при,O,
49,анализе,B-TERM,
50,",",O,
51,разработке,B-TERM,
52,и,O,
53,проектировании,B-TERM,
54,просветных,I-TERM,
55,радиолокационных,I-TERM,
56,систем,I-TERM,
57,.,O,
58,Основное,O,
59,внимание,O,
60,в,O,
61,работе,O,
62,уделено,O,
63,исследованию,B-TERM,Q42240
64,",",O,
65,моделированию,B-TERM,
66,",",O,
67,структурной,B-TERM,
68,и,I-TERM,
69,параметрической,I-TERM,
70,идентификации,I-TERM,
71,получаемых,I-TERM,
72,при,I-TERM,
73,этом,I-TERM,
74,различных,I-TERM,
75,вариантов,I-TERM,
76,построения,I-TERM,
77,систем,I-TERM,
78,",",O,
79,описываемых,O,
80,разными,O,
81,динамическими,B-TERM,
82,моделями,I-TERM,
83,и,O,
84,характеризуемых,O,
85,разными,O,
86,возможностями,O,
87,по,O,
88,обеспечению,B-TERM,
89,эффективности,I-TERM,
90,решения,I-TERM,
91,основной,I-TERM,
92,задачи,I-TERM,
93,радиолокационных,I-TERM,
94,систем,I-TERM,
95,—,O,
96,определению,O,
97,координат,B-TERM,
98,объекта,I-TERM,
99,.,O,
