id,token,tag,wiki_id
0,Статья,O,
1,представляет,O,
2,собой,O,
3,информацию,O,
4,по,O,
5,программному,B-TERM,Q7397
6,обеспечению,I-TERM,
7,",",O,
8,которое,O,
9,на,O,
10,основе,O,
11,информационных,B-TERM,
12,технологий,I-TERM,
13,позволяет,O,
14,использовать,O,
15,в,O,
16,офисе,O,
17,инновационную,B-TERM,
18,организацию,I-TERM,
19,труда,I-TERM,
20,",",O,
21,а,O,
22,также,O,
23,нанимать,O,
24,удаленных,B-TERM,
25,работников,I-TERM,
26,без,O,
27,риска,B-TERM,
28,бесполезной,I-TERM,
29,траты,I-TERM,
30,ресурсов,I-TERM,
31,.,O,
