id,token,tag,wiki_id
0,В,O,
1,работе,O,
2,рассматривается,O,
3,задача,B-TERM,
4,генерации,I-TERM,
5,задающих,B-TERM,
6,воздействий,I-TERM,
7,для,O,
8,шагающих,B-TERM,Q1424704
9,роботов,I-TERM,
10,с,O,
11,упругими,B-TERM,Q102836
12,элементами,I-TERM,
13,.,O,
14,Наличие,O,
15,упругих,B-TERM,Q102836
16,элементов,I-TERM,
17,в,O,
18,конструкции,B-TERM,
19,шагающего,B-TERM,Q1424704
20,робота,I-TERM,
21,в,O,
22,первую,O,
23,очередь,O,
24,влияет,O,
25,на,O,
26,его,O,
27,динамические,B-TERM,
28,характеристики,I-TERM,
29,",",O,
30,тогда,O,
31,как,O,
32,задача,B-TERM,
33,генерации,I-TERM,
34,задающих,I-TERM,
35,воздействий,I-TERM,
36,для,O,
37,системы,B-TERM,Q959968
38,автоматического,I-TERM,
39,управления,I-TERM,
40,для,O,
41,многозвенных,B-TERM,
42,механизмов,I-TERM,
43,зачастую,O,
44,рассматривается,O,
45,в,O,
46,кинематической,B-TERM,
47,постановке,I-TERM,
48,.,O,
49,При,O,
50,этом,O,
51,наличие,O,
52,таких,O,
53,элементов,B-TERM,
54,может,O,
55,оказывать,O,
56,влияние,O,
57,на,O,
58,объем,B-TERM,
59,допустимых,I-TERM,
60,движений,I-TERM,
61,робота,I-TERM,
62,",",O,
63,что,O,
64,должно,O,
65,учитываться,O,
66,при,O,
67,генерации,B-TERM,
68,траекторий,I-TERM,
69,робота,B-TERM,Q11012
70,.,O,
71,В,O,
72,частности,O,
73,",",O,
74,это,O,
75,происходит,O,
76,",",O,
77,когда,O,
78,робот,B-TERM,Q11012
79,имеет,O,
80,кинематическую,B-TERM,
81,структуру,I-TERM,
82,дерева,I-TERM,
83,",",O,
84,причем,O,
85,упругие,B-TERM,Q102836
86,элементы,I-TERM,
87,установлены,O,
88,последовательно,O,
89,с,O,
90,жесткими,B-TERM,
91,звеньями,I-TERM,
92,.,O,
93,В,O,
94,статье,O,
95,рассматривается,O,
96,традиционное,O,
97,разбиение,B-TERM,
98,задачи,B-TERM,
99,генерации,I-TERM,
100,задающих,I-TERM,
101,воздействий,I-TERM,
102,для,O,
103,системы,B-TERM,Q959968
104,управления,I-TERM,
105,шагающего,B-TERM,Q1424704
106,робота,I-TERM,
107,на,O,
108,задачи,O,
109,генерации,B-TERM,
110,последовательности,I-TERM,
111,шагов,I-TERM,
112,",",O,
113,траектории,B-TERM,
114,центра,B-TERM,Q2945123
115,масс,I-TERM,
116,",",O,
117,траекторий,B-TERM,
118,стоп,I-TERM,
119,и,O,
120,решения,O,
121,обратной,B-TERM,
122,задачи,I-TERM,
123,кинематики,I-TERM,
124,.,O,
125,В,O,
126,статье,O,
127,предложены,O,
128,способы,O,
129,учета,O,
130,при,O,
131,построении,O,
132,траекторий,B-TERM,Q193139
133,неточности,O,
134,позиционирования,O,
135,звеньев,B-TERM,
136,робота,I-TERM,
137,",",O,
138,связанной,O,
139,с,O,
140,наличием,O,
141,упругих,B-TERM,Q102836
142,элементов,I-TERM,
143,.,O,
144,Предложен,O,
145,способ,O,
146,коррекции,O,
147,траектории,B-TERM,Q193139
148,стоп,O,
149,робота,B-TERM,Q11012
150,при,O,
151,наличии,O,
152,самопересечений,B-TERM,
153,механизма,O,
154,.,O,
155,Рассмотрен,O,
156,способ,O,
157,решения,O,
158,обратной,B-TERM,
159,задачи,I-TERM,
160,кинематики,I-TERM,
161,с,O,
162,учетом,O,
163,действия,O,
164,упругих,B-TERM,Q102836
165,элементов,I-TERM,
166,для,O,
167,случая,O,Q21651863
168,",",O,
169,когда,O,
170,те,O,
171,соединены,B-TERM,Q13928914
172,последовательно,I-TERM,
173,.,O,
