id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,рассмотрен,O,
3,алгоритм,O,
4,создания,O,
5,виртуальной,B-TERM,
6,объемной,I-TERM,
7,модели,I-TERM,
8,в,O,
9,системе,B-TERM,Q735441
10,трехмерного,I-TERM,
11,компьютерного,I-TERM,
12,моделирования,I-TERM,
13,Autodesk,I-TERM,
14,Inventor,I-TERM,
15,",",O,
16,объясняющей,O,
17,применение,O,
18,способа,O,
19,замены,B-TERM,
20,плоскостей,I-TERM,
21,проекций,I-TERM,
22,.,O,
23,Электронные,B-TERM,
24,модели,I-TERM,
25,помогают,O,
26,мысленно,O,
27,преобразовать,O,
28,информацию,O,
29,в,O,
30,двумерном,B-TERM,Q222032
31,измерении,I-TERM,
32,в,O,
33,трехмерный,B-TERM,
34,образ,I-TERM,
35,и,O,
36,наоборот,O,
37,—,O,
38,трехмерный,B-TERM,
39,образ,I-TERM,
40,в,O,
41,двумерное,B-TERM,
42,изображение,I-TERM,
43,.,O,
44,Решение,O,
45,графические,B-TERM,
46,задач,I-TERM,
47,в,O,
48,пространстве,O,
49,облегчает,O,
50,процесс,O,
51,установления,O,
52,содержания,O,
53,и,O,
54,последовательности,O,
55,тех,O,
56,пространственных,B-TERM,
57,операций,I-TERM,
58,",",O,
59,при,O,
60,помощи,O,
61,которых,O,
62,определяются,O,
63,искомые,O,
64,элементы,O,
65,.,O,
