id,token,tag,wiki_id
0,Модели,B-TERM,
1,морфологического,B-TERM,
2,анализа,I-TERM,
3,и,O,
4,синтеза,B-TERM,
5,словоформ,I-TERM,
6,разрабатывались,O,
7,на,O,
8,основе,O,
9,исследований,O,
10,морфологии,B-TERM,Q38311
11,естественных,I-TERM,
12,языков,I-TERM,
13,",",O,
14,то,O,
15,есть,O,
16,с,O,
17,использованием,O,
18,лингвистического,B-TERM,
19,подхода,I-TERM,
20,.,O,
21,Однако,O,
22,для,O,
23,использования,O,
24,этих,O,
25,моделей,B-TERM,
26,в,O,
27,информационных,B-TERM,
28,программных,I-TERM,
29,системах,I-TERM,
30,автоматической,I-TERM,
31,обработки,I-TERM,
32,текстов,I-TERM,
33,необходимо,O,
34,провести,O,
35,их,O,
36,анализ,B-TERM,
37,с,O,
38,математико,O,
39,-,O,
40,алгоритмической,O,
41,точки,O,
42,зрения,O,
43,.,O,
44,Целью,O,
45,статьи,O,
46,является,O,
47,формальное,B-TERM,
48,описание,I-TERM,
49,моделей,I-TERM,
50,морфологического,B-TERM,
51,анализа,I-TERM,
52,и,O,
53,синтеза,B-TERM,
54,словоформ,I-TERM,
55,и,O,
56,их,O,
57,анализ,B-TERM,
58,по,O,
59,различным,O,
60,аспектам,B-TERM,
61,.,O,
62,Аспектами,B-TERM,
63,являются,O,
64,способы,B-TERM,
65,алгоритмической,I-TERM,
66,реализации,I-TERM,
67,морфологического,B-TERM,
68,анализа,I-TERM,
69,и,O,
70,синтеза,B-TERM,
71,словоформ,I-TERM,
72,",",O,
73,используемые,O,
74,операции,B-TERM,Q3884033
75,и,O,
76,их,O,
77,связи,B-TERM,
78,с,O,
79,объектами,B-TERM,
80,моделей,I-TERM,
81,",",O,
82,способы,O,
83,сокращения,O,
84,пространства,B-TERM,
85,поиска,I-TERM,
86,при,O,
87,морфологическом,B-TERM,
88,анализе,I-TERM,
89,.,O,
90,Анализируются,O,
91,элементно,B-TERM,
92,-,I-TERM,
93,комбинаторная,I-TERM,
94,",",O,
95,элементно,B-TERM,
96,-,I-TERM,
97,операционная,I-TERM,
98,и,O,
99,словесно,B-TERM,
100,-,I-TERM,
101,парадигматическая,I-TERM,
102,модели,I-TERM,
103,",",O,
104,а,O,
105,также,O,
106,предложенная,O,
107,универсальная,B-TERM,
108,модель,I-TERM,
109,формообразования,I-TERM,
110,.,O,
111,Математико,B-TERM,
112,-,I-TERM,
113,алгоритмическая,I-TERM,
114,формализация,I-TERM,
115,моделей,I-TERM,
116,выявила,O,
117,их,O,
118,схожесть,O,
119,.,O,
120,Сделан,O,
121,вывод,O,
122,",",O,
123,что,O,
124,во,O,
125,всех,O,
126,моделях,B-TERM,
127,",",O,
128,кроме,B-TERM,
129,элементно,I-TERM,
130,-,I-TERM,
131,комбинаторной,O,
132,",",O,
133,операции,B-TERM,Q3884033
134,в,O,
135,явном,B-TERM,
136,виде,I-TERM,
137,не,O,
138,определены,O,
139,и,O,
140,чаще,O,
141,всего,O,
142,являются,O,
143,добавлением,O,
144,аффикса,B-TERM,Q62155
145,или,O,
146,замены,O,
147,части,O,
148,основы,B-TERM,Q210523
149,на,O,
150,другую,O,
151,.,O,
152,Рассмотренные,O,
153,модели,B-TERM,
154,уменьшают,O,
155,пространство,B-TERM,
156,поиска,I-TERM,
157,при,O,
158,морфологическом,B-TERM,
159,анализе,I-TERM,
160,.,O,
