id,token,tag,wiki_id
0,Рассмотрены,O,
1,прямые,B-TERM,Q27868110
2,методы,I-TERM,
3,решения,I-TERM,
4,систем,I-TERM,
5,линейных,I-TERM,
6,алгебраических,I-TERM,
7,уравнений,I-TERM,
8,(,O,
9,СЛАУ,B-TERM,Q27868110
10,),O,
11,в,O,
12,системах,B-TERM,
13,компьютерной,I-TERM,
14,математики,I-TERM,
15,MathCAD,B-TERM,
16,Prime,I-TERM,
17,и,O,
18,MathCAD,B-TERM,
19,14,I-TERM,
20,.,O,
21,Приведены,O,
22,примеры,O,
23,использования,O,
24,встроенных,B-TERM,
25,функций,I-TERM,
26,c,O,
27,оценкой,O,
28,их,O,
29,погрешности,O,
30,на,O,
31,примере,O,
32,глобальной,B-TERM,
33,интерполяции,I-TERM,
34,каноническим,I-TERM,
35,полиномом,I-TERM,
36,.,O,
