id,token,tag,wiki_id
0,Статья,O,
1,посвящена,O,
2,исследованию,O,
3,вертикального,B-TERM,
4,полета,I-TERM,
5,робота,B-TERM,
6,с,I-TERM,
7,машущим,I-TERM,
8,крылом,I-TERM,
9,",",O,
10,также,O,
11,называемого,O,
12,орнитоптером,B-TERM,Q667431
13,.,O,
14,Робот,B-TERM,Q7353319
15,представляет,O,
16,собой,O,
17,цепочку,O,
18,пяти,O,
19,последовательно,O,
20,соединенных,O,
21,активными,O,
22,цилиндрическими,O,
23,шарнирами,O,
24,звеньев,O,
25,",",O,
26,центральное,O,
27,из,O,
28,которых,O,
29,является,O,
30,корпусом,O,
31,",",O,
32,а,O,
33,остальные,O,
34,попарно,O,
35,образуют,O,
36,складывающиеся,O,
37,крылья,O,
38,.,O,
39,Особенность,O,
40,рассматриваемого,O,
41,устройства,O,
42,заключается,O,
43,в,O,
44,том,O,
45,",",O,
46,что,O,
47,взмахи,O,
48,его,O,
49,крыльев,O,
50,имитируют,O,
51,движение,O,
52,крыльев,O,
53,чайки,O,
54,",",O,
55,т,O,
56,.,O,
57,е,O,
58,.,O,
59,у,O,
60,объекта,O,
61,есть,O,
62,биологический,B-TERM,
63,прототип,I-TERM,
64,.,O,
65,Для,O,
66,аппарата,O,
67,разработана,O,
68,математическая,B-TERM,
69,модель,I-TERM,
70,полета,I-TERM,
71,",",O,
72,большое,O,
73,внимание,O,
74,уделено,O,
75,модели,B-TERM,
76,взаимодействия,I-TERM,
77,звеньев,I-TERM,
78,робота,I-TERM,
79,с,I-TERM,
80,воздушной,I-TERM,
81,средой,I-TERM,
82,",",O,
83,определены,O,
84,положения,O,
85,и,O,
86,скорости,O,
87,точек,O,
88,приложения,O,
89,приведенных,O,
90,аэродинамических,B-TERM,Q3299483
91,сил,I-TERM,
92,к,O,
93,каждому,O,
94,из,O,
95,звеньев,O,
96,.,O,
97,На,O,
98,основании,O,
99,результатов,O,
100,численного,B-TERM,Q925667
101,моделирования,I-TERM,
102,вертикального,B-TERM,
103,полета,I-TERM,
104,робота,B-TERM,Q11012
105,установлено,O,
106,наличие,O,
107,трех,O,
108,режимов,B-TERM,
109,полета,I-TERM,
110,:,O,
111,подъем,B-TERM,Q787025
112,",",O,
113,зависание,B-TERM,
114,на,O,
115,некоторой,O,
116,высоте,O,
117,и,O,
118,снижение,B-TERM,
119,",",O,
120,на,O,
121,нахождение,O,
122,устройства,O,
123,в,O,
124,одном,O,
125,из,O,
126,указанных,O,
127,режимов,O,
128,влияют,O,
129,параметры,O,
130,колебаний,O,
131,двух,O,
132,",",O,
133,а,O,
134,именно,O,
135,частота,B-TERM,
136,и,O,
137,амплитуда,B-TERM,
138,взмахов,I-TERM,
139,",",O,
140,соотношение,B-TERM,
141,амплитуд,I-TERM,
142,колебаний,I-TERM,
143,двух,O,
144,звеньев,O,
145,одного,O,
146,крыла,O,
147,и,O,
148,смещение,O,
149,относительно,O,
150,нуля,O,
151,положения,O,
152,равновесия,O,
153,колебаний,O,
154,крыльев,O,
155,.,O,
