id,token,tag,wiki_id
0,Рассматриваются,O,
1,перспективы,O,
2,развития,O,
3,корпоративных,B-TERM,Q131508
4,информационных,I-TERM,
5,систем,I-TERM,
6,и,O,
7,проблемы,O,
8,",",O,
9,с,O,
10,этим,O,
11,связанные,O,
12,.,O,
13,Исследование,B-TERM,Q42240
14,коснется,O,
15,ряда,O,
16,аспектов,O,
17,корпоративных,B-TERM,Q131508
18,систем,I-TERM,
19,:,O,
20,больших,B-TERM,Q858810
21,данных,I-TERM,
22,",",O,
23,хранения,B-TERM,
24,результатов,I-TERM,
25,",",O,
26,интеграции,B-TERM,
27,разнородных,I-TERM,
28,систем,I-TERM,
29,",",O,
30,идентификации,B-TERM,
31,объектов,I-TERM,
32,",",O,
33,использования,O,
34,технологий,O,
35,искусственного,B-TERM,Q11660
36,интеллекта,I-TERM,
37,",",O,
38,проблем,O,
39,настройки,B-TERM,
40,и,O,
41,обучения,B-TERM,Q2539
42,",",O,
43,автоматических,B-TERM,
44,объектов,I-TERM,
45,",",O,
46,интернета,B-TERM,Q251212
47,вещей,I-TERM,
48,.,O,
49,Также,O,
50,будут,O,
51,рассмотрены,O,
52,вопросы,O,
53,проектирования,B-TERM,Q857102
54,систем,I-TERM,
55,",",O,
56,использования,O,
57,наследуемых,B-TERM,
58,решений,I-TERM,
59,",",O,
60,особо,O,
61,будут,O,
62,отмечены,O,
63,опасности,O,
64,всеобщей,O,
65,автоматизации,B-TERM,Q184199
66,",",O,
67,проблема,O,
68,выявления,O,
69,и,O,
70,устранения,O,
71,ошибок,O,
72,.,O,
73,Во,O,
74,введении,O,
75,отмечено,O,
76,",",O,
77,что,O,
78,корпоративные,B-TERM,Q131508
79,информационные,I-TERM,
80,системы,I-TERM,
81,занимают,O,
82,важное,O,
83,место,O,
84,в,O,
85,жизни,O,
86,человека,O,
87,.,O,
88,Ставится,O,
89,задача,O,
90,провести,O,
91,анализ,O,
92,основных,O,
93,тенденций,O,
94,развития,O,
95,корпоративных,B-TERM,Q131508
96,информационных,I-TERM,
97,систем,I-TERM,
98,",",O,
99,определены,O,
100,примерные,O,
101,контуры,O,
102,новых,O,
103,информационных,B-TERM,Q11661
104,технологий,I-TERM,
105,",",O,
106,реализуемых,O,
107,на,O,
108,их,O,
109,основе,O,
110,",",O,
111,оценены,O,
112,возможные,O,
113,проблемы,O,
114,.,O,
115,Отмечены,O,
116,перспективы,O,
117,развития,O,
118,и,O,
119,возникающие,O,
120,проблемы,O,
121,генерации,B-TERM,Q11398090
122,и,O,
123,хранения,B-TERM,Q57515336 
124,больших,O,
125,массивов,B-TERM,Q186152
126,данных,I-TERM,
127,",",O,
128,особо,O,
129,отмечена,O,
130,проблема,O,
131,хранения,B-TERM,Q57515336 
132,неструктурированных,B-TERM,Q1141900
133,данных,I-TERM,
134,.,O,
135,При,O,
136,вводе,B-TERM,Q1125955
137,данных,I-TERM,
138,на,O,
139,естественном,B-TERM,Q33742
140,языке,I-TERM,
141,отмечены,O,
142,основные,O,
143,проблемы,O,
144,",",O,
145,связанные,O,
146,с,O,
147,качественным,O,
148,распознаванием,B-TERM,Q189436
149,речи,I-TERM,
150,",",O,
151,вместе,O,
152,с,O,
153,тем,O,
154,",",O,
155,общее,O,
156,понимание,O,
157,того,O,
158,",",O,
159,как,O,
160,это,O,
161,сделать,O,
162,есть,O,
163,.,O,
164,При,O,
165,организации,O,
166,хранения,B-TERM,Q57515336
167,данных,I-TERM,
168,выделены,O,
169,технологии,B-TERM,
170,автоматического,I-TERM,
171,устранения,I-TERM,
172,ошибок,I-TERM,
173,",",O,
174,возникающих,O,
175,при,O,
176,хранении,B-TERM,Q57515336
177,.,O,
178,Отмечена,O,
179,важность,O,
180,интеграции,B-TERM,
181,систем,I-TERM,
182,",",O,
183,а,O,
