id,token,tag,wiki_id
0,В,O,
1,статье,O,
2,излагается,O,
3,методика,B-TERM,
4,внедрения,I-TERM,
5,модуля,I-TERM,
6,«,O,
7,Финансовый,I-TERM,
8,менеджмент,I-TERM,
9,»,O,
10,из,O,
11,контура,B-TERM,
12,«,O,
13,Финансово,I-TERM,
14,-,I-TERM,
15,экономическое,I-TERM,
16,управления,I-TERM,
17,»,O,
18,корпоративной,B-TERM,Q131508
19,информационной,I-TERM,
20,системы,I-TERM,
21,«,O,
22,Флагман,O,
23,»,O,
24,на,O,
25,машиностроительном,B-TERM,
26,предприятии,I-TERM,
27,",",O,
28,созданная,O,
29,на,O,
30,основе,O,
31,опыта,O,
32,внедрения,O,
33,контура,B-TERM,
34,«,O,
35,Управление,I-TERM,
36,производством,I-TERM,
37,»,O,
38,той,O,
39,же,O,
40,системы,B-TERM,
41,.,O,
42,Внедрение,O,
43,осуществляется,O,
44,с,O,
45,целью,O,
46,удовлетворения,B-TERM,
47,конкретных,I-TERM,
48,информационно,I-TERM,
49,-,I-TERM,
50,аналитических,I-TERM,
51,потребностей,I-TERM,
52,руководителей,I-TERM,
53,предприятия,I-TERM,
54,.,O,
55,Планируются,O,
56,работы,O,
57,",",O,
58,и,O,
59,оценивается,O,
60,ориентировочная,B-TERM,
61,стоимость,I-TERM,
62,внедрения,I-TERM,
63,модуля,I-TERM,
64,.,O,
