id,token,tag,wiki_id
0,В,O,
1,2009,O,
2,г,O,
3,.,O,
4,были,O,
5,опубликованы,O,
6,две,O,
7,статьи,O,
8,",",O,
9,заложившие,O,
10,основы,O,
11,трех,O,
12,направлений,O,
13,исследований,O,
14,:,O,
15,метода,B-TERM,
16,генерации,I-TERM,
17,и,I-TERM,
18,определения,I-TERM,
19,форм,I-TERM,
20,слов,I-TERM,
21,",",O,
22,метода,B-TERM,
23,обработки,I-TERM,
24,количественных,I-TERM,
25,числительных,I-TERM,
26,и,O,
27,линейных,B-TERM,Q1900936
28,нормальных,I-TERM,
29,алгоритмов,I-TERM,
30,.,O,
31,С,O,
32,момента,O,
33,публикации,O,
34,прошло,O,
35,10,O,
36,лет,O,
37,.,O,
38,Цель,O,
39,работы,O,
40,—,O,
41,представить,O,
42,текущее,O,
43,состояние,O,
44,этих,O,
45,направлений,O,
46,исследований,O,
47,",",O,
48,современный,O,
49,взгляд,O,
50,на,O,
51,них,O,
52,",",O,
53,который,O,
54,является,O,
55,результатом,B-TERM,Q2995644
56,десятилетнего,O,
57,переосмысления,O,
58,",",O,
59,и,O,
60,дальнейшие,O,
61,исследования,O,
62,.,O,
63,По,O,
64,каждому,O,
65,направлению,O,
66,представлено,O,
67,краткое,O,
68,описание,O,
69,",",O,
70,существенные,O,
71,отличия,O,
72,от,O,
73,аналогичных,O,
74,подходов,B-TERM,
75,и,O,
76,дальнейшие,O,
77,исследования,O,
78,.,O,
79,Метод,B-TERM,
80,обработки,I-TERM,
81,и,I-TERM,
82,определения,I-TERM,
83,форм,I-TERM,
84,слов,I-TERM,
85,позволяет,O,
86,в,O,
87,отличие,O,
88,от,O,
89,аналогов,B-TERM,Q50824047
90,обрабатывать,O,
91,формы,B-TERM,Q1224852
92,слов,I-TERM,
93,естественных,B-TERM,Q33742
94,языков,I-TERM,
95,различных,O,
96,групп,B-TERM,Q941501
97,и,O,
98,семейств,B-TERM,Q25295
99,.,O,
100,Дальнейшие,O,
101,исследования,O,
102,в,O,
103,этом,O,
104,направлении,O,
105,состоят,O,
106,в,O,
107,повышении,O,
108,скорости,O,
109,определения,O,
110,форм,B-TERM,Q1224852
111,слов,I-TERM,
112,и,O,
113,наполнении,O,
114,словарей,B-TERM,Q80585
115,.,O,
116,Метод,B-TERM,
117,обработки,I-TERM,
118,количественных,I-TERM,
119,числительных,I-TERM,
120,отличается,O,
121,использованием,O,
122,перевода,B-TERM,
123,с,I-TERM,
124,промежуточным,I-TERM,
125,представлением,I-TERM,
126,.,O,
127,Его,O,
128,дальнейшие,O,
129,исследования,O,
130,связаны,O,
131,с,O,
132,увеличением,O,
133,числа,O,
134,языков,B-TERM,Q315
135,для,O,
136,перевода,B-TERM,Q7553
137,.,O,
138,С,O,
139,помощью,O,
140,линейных,B-TERM,Q1900936
141,нормальных,I-TERM,
142,алгоритмов,I-TERM,
143,были,O,
144,разработаны,O,
145,алгоритмы,B-TERM,
146,решения,I-TERM,
147,задач,I-TERM,
148,обращения,I-TERM,
149,и,I-TERM,
150,удвоения,I-TERM,
151,с,I-TERM,
152,линейной,I-TERM,
153,трудоемкостью,I-TERM,
154,.,O,
155,Дальнейшие,O,
156,исследования,O,
157,направлены,O,
158,на,O,
159,выявление,O,
160,других,O,
161,ограничений,O,
162,алгоритмических,B-TERM,Q1979154
163,моделей,I-TERM,
164,.,O,
165,Полученные,O,
166,научные,O,
167,результаты,B-TERM,Q2995644
168,легли,O,
169,в,O,
170,основу,O,
171,докторской,O,
172,и,O,
173,кандидатской,O,
174,диссертаций,B-TERM,Q187685
175,.,O,
