id,token,tag,wiki_id
0,Представлены,O,
1,результаты,O,
2,исследования,O,
3,и,O,
4,реализации,B-TERM,Q245962
5,программно,B-TERM,
6,-,I-TERM,
7,аппаратного,I-TERM,
8,вычислительного,I-TERM,
9,механизмов,I-TERM,
10,стабилизации,I-TERM,
11,двуного,B-TERM,Q25383572
12,шагающего,I-TERM,
13,робота,I-TERM,
14,AnyWalker,I-TERM,
15,.,O,
16,Приводится,O,
17,описание,O,
18,конструктивных,B-TERM,
19,особенностей,I-TERM,
20,робота,B-TERM,Q25383572
21,AnyWalker,I-TERM,
22,",",O,
23,связанных,O,
24,с,O,
25,стабилизацией,B-TERM,Q44103811
26,его,O,
27,равновесия,B-TERM,Q716915
28,при,O,
29,ходьбе,B-TERM,Q6537379
30,.,O,
31,На,O,
32,основе,O,
33,разработанной,O,
34,имитационной,O,
35,Simulink,B-TERM,
36,-,I-TERM,
37,модели,I-TERM,
38,механизмов,B-TERM,
39,стабилизации,I-TERM,
40,проведено,O,
41,модельное,B-TERM,
42,исследование,I-TERM,
43,параметров,B-TERM,
44,.,O,
45,Осуществлен,O,
46,выбор,O,
47,аппаратных,B-TERM,
48,компонентов,I-TERM,
49,для,O,
50,управления,O,
51,маховиками,B-TERM,Q183576
52,",",O,
53,с,O,
54,которым,O,
55,система,B-TERM,
56,стабилизации,I-TERM,
57,смогла,O,
58,бы,O,
59,работать,O,
60,в,O,
61,режиме,O,
62,реального,O,
63,времени,O,
64,",",O,
65,а,O,
66,также,O,
67,обеспечивалось,O,
68,масштабировании,B-TERM,
69,системы,I-TERM,
70,до,O,
71,механизмов,O,
72,трехосевой,B-TERM,Q7797241
73,стабилизации,I-TERM,
74,.,O,
