id,token,tag,wiki_id
0,В,O,
1,работе,O,
2,проанализирован,O,
3,патентный,B-TERM,Q30891952
4,ландшафт,I-TERM,
5,в,O,
6,сфере,O,
7,спутниковой,B-TERM,Q179435
8,навигации,I-TERM,
9,GPS,B-TERM,Q18822
10,—,O,
11,ГЛОНАСС,B-TERM,Q486250
12,с,O,
13,использованием,O,
14,международного,B-TERM,
15,патентного,I-TERM,
16,ресурса,I-TERM,
17,Qustel,I-TERM,
18,-,I-TERM,
19,Orbit,I-TERM,
20,.,O,
21,Изобретения,O,
22,",",O,
23,основанные,O,
24,на,O,
25,использовании,O,
26,систем,O,
27,GPS,B-TERM,Q18822
28,—,O,
29,ГЛОНАСС,B-TERM,Q486250
30,",",O,
31,имеют,O,
32,широкий,O,
33,спектр,O,
34,областей,O,
35,практического,O,
36,применения,O,
37,.,O,
38,В,O,
39,рассматриваемой,O,
40,области,O,
41,наибольшее,O,
42,число,O,
43,патентов,B-TERM,Q253623
44,опубликовано,O,
45,в,O,
46,Китае,O,
47,",",O,
48,США,O,
49,",",O,
50,Корее,O,
51,.,O,
52,Россия,O,
53,занимает,O,
54,одиннадцатую,O,
55,позицию,O,
56,в,O,
57,данном,O,
58,рейтинге,O,
59,.,O,
60,Предложен,O,
61,новый,O,
62,подход,O,
63,к,O,
64,позиционированию,O,
65,патентообладателей,O,
66,на,O,
67,основе,O,
68,следующих,O,
69,показателей,O,
70,:,O,
71,число,O,
72,патентных,B-TERM,
73,семей,I-TERM,
74,и,O,
75,сходство,O,
76,патентных,B-TERM,
77,портфелей,I-TERM,
78,патентообладателей,I-TERM,
79,.,O,
80,Приведен,O,
81,пример,O,
82,позиционирования,O,
83,патентообладателей,O,
84,в,O,
85,области,O,
86,GPS,B-TERM,Q18822
87,-,O,
88,ГЛОНАСС,B-TERM,Q486250
89,на,O,
90,территории,O,
91,Российской,O,
92,Федерации,O,
93,.,O,
