id,token,tag,wiki_id
0,Рассмотрен,O,
1,иерархический,B-TERM,
2,подход,I-TERM,
3,к,O,
4,формированию,B-TERM,
5,законов,I-TERM,
6,управления,I-TERM,
7,управляющих,I-TERM,
8,поверхностей,I-TERM,
9,летательными,I-TERM,
10,аппаратами,I-TERM,
11,на,O,
12,основе,O,
13,нелинейных,B-TERM,
14,математических,I-TERM,
15,моделей,I-TERM,
16,.,O,
17,Приведен,O,
18,алгоритм,O,
19,иерархического,O,
20,разбиения,O,
21,задачи,B-TERM,
22,синтеза,I-TERM,
23,законов,I-TERM,
24,управления,I-TERM,
25,летательными,I-TERM,
26,аппаратами,I-TERM,
27,на,O,
28,три,O,
29,уровня,O,
30,.,O,
31,На,O,
32,верхнем,O,
33,уровне,O,
34,синтезируются,O,
35,базовые,B-TERM,
36,законы,I-TERM,
37,управления,I-TERM,
38,.,O,
39,На,O,
40,втором,O,
41,",",O,
42,промежуточном,O,
43,уровне,O,
44,",",O,
45,с,O,
46,помощью,O,
47,известных,O,
48,алгебраических,B-TERM,
49,уравнений,I-TERM,
50,связи,I-TERM,
51,",",O,
52,описывающих,O,
53,зависимость,B-TERM,
54,между,O,
55,обобщенными,O,
56,векторами,B-TERM,
57,сил,I-TERM,
58,и,O,
59,моментов,B-TERM,Q17232562
60,сил,I-TERM,
61,и,O,
62,аэродинамическими,B-TERM,
63,коэффициентами,I-TERM,
64,и,O,
65,углами,B-TERM,
66,управления,I-TERM,
67,управляющих,I-TERM,
68,поверхностей,I-TERM,
69,для,O,
70,летательного,B-TERM,
71,аппарата,I-TERM,
72,определенной,I-TERM,
73,аэродинамической,I-TERM,
74,схемы,I-TERM,
75,",",O,
76,продемонстрирована,O,
77,технология,O,
78,конструирования,B-TERM,
79,законов,I-TERM,
80,управления,I-TERM,
81,«,O,
82,среднего,O,
83,уровня,O,
84,»,O,
85,на,O,
86,основе,O,
87,базовых,O,
88,обобщенных,O,
89,законов,O,
90,«,O,
91,верхнего,O,
92,уровня,O,
93,»,O,
94,.,O,
95,Законы,O,
96,«,O,
97,среднего,O,
98,уровня,O,
99,»,O,
100,могут,O,
101,быть,O,
102,использованы,O,
103,в,O,
104,качестве,O,
105,установок,O,
106,для,O,
107,локальных,B-TERM,
108,систем,I-TERM,
109,управления,I-TERM,
110,приводами,I-TERM,
111,исполнительных,I-TERM,
112,механизмов,I-TERM,
113,летательных,I-TERM,
114,аппаратов,I-TERM,
115,.,O,
