id,token,tag,wiki_id
0,Рассматриваются,O,
1,вопросы,O,
2,сохранения,O,
3,и,O,
4,восстановления,O,
5,составных,B-TERM,
6,объектов,I-TERM,
7,бизнес,B-TERM,
8,слоя,I-TERM,
9,в,O,
10,реляционной,B-TERM,Q192588
11,БД,I-TERM,
12,с,O,
13,обеспечением,O,
14,возможности,O,
15,редактирования,O,
16,как,O,
17,самого,O,
18,бизнес,B-TERM,
19,-,I-TERM,
20,объекта,I-TERM,
21,",",O,
22,так,O,
23,и,O,
24,его,O,
25,составных,O,
26,частей,O,
27,.,O,
28,Приводится,O,
29,пример,O,
30,применения,O,
31,объекта,B-TERM,
32,-,I-TERM,
33,шлюза,I-TERM,
34,для,O,
35,чтения,B-TERM,
36,и,O,
37,сохранения,B-TERM,
38,объектов,I-TERM,
39,SWOT,B-TERM,Q175096
40,-,I-TERM,
41,анализа,I-TERM,
42,.,O,
